Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
CP009977.1	2377326	2378888	1	minus	multidrug transporter MurJ			protein-coding			ALR16441.1	multidrug transporter MurJ	520	PN96_10885
CP009977.1	2379183	2379443	1	plus	30S ribosomal protein S20			protein-coding			ALR16442.1	30S ribosomal protein S20	86	PN96_10890
CP009977.1	2379634	2379930	1	minus	transcriptional regulator			protein-coding			ALR16443.1	transcriptional regulator	98	PN96_10895
CP009977.1	2380223	2381113	1	minus	transcriptional regulator	nhaR		protein-coding			ALR16444.1	transcriptional regulator	296	PN96_10900
CP009977.1	2381496	2382641	1	plus	sodium:phosphate symporter			protein-coding			ALR17268.1	sodium:phosphate symporter	381	PN96_10905
CP009977.1	2382849	2383991	1	plus	hypothetical protein			protein-coding			ALR16445.1	hypothetical protein	380	PN96_10910
CP009977.1	2384053	2384904	1	minus	thymidylate synthase			protein-coding			ALR16446.1	thymidylate synthase	283	PN96_10915
CP009977.1	2384914	2385735	1	minus	prolipoprotein diacylglyceryl transferase			protein-coding			ALR16447.1	prolipoprotein diacylglyceryl transferase	273	PN96_10920
CP009977.1	2385775	2386566	1	minus	hypothetical protein			protein-coding			ALR16448.1	hypothetical protein	263	PN96_10925
CP009977.1	2386576	2388822	1	minus	phosphoenolpyruvate-protein phosphotransferase			protein-coding			ALR16449.1	phosphoenolpyruvate-protein phosphotransferase	748	PN96_10930
CP009977.1	2388825	2389346	1	minus	RNA pyrophosphohydrolase			protein-coding			ALR16450.1	RNA pyrophosphohydrolase	173	PN96_10935
CP009977.1	2389965	2390645	1	plus	DNA mismatch repair protein MutH			protein-coding			ALR16451.1	DNA mismatch repair protein MutH	226	PN96_10940
CP009977.1	2390662	2390973	1	minus	lysyl-tRNA synthetase			protein-coding			ALR16452.1	lysyl-tRNA synthetase	103	PN96_10945
CP009977.1	2391125	2392159	1	plus	aldo/keto reductase			protein-coding			ALR16453.1	aldo/keto reductase	344	PN96_10950
CP009977.1	2392292	2392543	1	minus	hypothetical protein			protein-coding			ALR16454.1	hypothetical protein	83	PN96_10955
CP009977.1	2393068	2394402	1	minus	Fis family transcriptional regulator			protein-coding			ALR16455.1	Fis family transcriptional regulator	444	PN96_10960
CP009977.1	2394649	2396166	1	minus	lysine--tRNA ligase	lysS		protein-coding			ALR16456.1	lysine--tRNA ligase	505	PN96_10965
CP009977.1	2396209	2397099	1	minus	peptide chain release factor 2			protein-coding			ALR16457.1	peptide chain release factor 2	296	PN96_10970
CP009977.1	2397469	2399208	1	minus	ssDNA exonuclease RecJ			protein-coding			ALR16458.1	ssDNA exonuclease RecJ	579	PN96_10975
CP009977.1	2399253	2400041	1	minus	thiol:disulfide interchange protein			protein-coding			ALR16459.1	thiol:disulfide interchange protein	262	PN96_10980
CP009977.1	2400100	2401017	1	minus	site-specific tyrosine recombinase XerD	xerD		protein-coding			ALR16460.1	site-specific tyrosine recombinase XerD	305	PN96_10985
CP009977.1	2401186	2401704	1	plus	flavodoxin			protein-coding			ALR16461.1	flavodoxin	172	PN96_10990
CP009977.1	2401787	2403097	1	minus	branched-chain amino acid transporter			protein-coding			ALR16462.1	branched-chain amino acid transporter	436	PN96_10995
CP009977.1	2403429	2404148	1	plus	SAM-dependent methlyltransferase			protein-coding			ALR16463.1	SAM-dependent methlyltransferase	239	PN96_11000
CP009977.1	2404256	2405479	1	plus	ATP-dependent RNA helicase SrmB			protein-coding			ALR16464.1	ATP-dependent RNA helicase SrmB	407	PN96_11005
CP009977.1	2405546	2406322	1	minus	hypothetical protein			protein-coding			ALR16465.1	hypothetical protein	258	PN96_11010
CP009977.1	2406431	2407864	1	minus	sodium:alanine symporter			protein-coding			ALR16466.1	sodium:alanine symporter	477	PN96_11015
CP009977.1	2408588	2408773	1	plus	hypothetical protein			protein-coding			ALR16467.1	hypothetical protein	61	PN96_11020
CP009977.1	2409004	2409555	1	minus	cation-binding protein			protein-coding			ALR16468.1	cation-binding protein	183	PN96_11025
CP009977.1	2409667	2410347	1	minus	uracil-DNA glycosylase			protein-coding			ALR16469.1	uracil-DNA glycosylase	226	PN96_11030
CP009977.1	2410625	2411512	1	minus	endonuclease IV			protein-coding			ALR16470.1	endonuclease IV	295	PN96_11035
CP009977.1	2411840	2412217	1	plus	autonomous glycyl radical cofactor GrcA			protein-coding			ALR16471.1	autonomous glycyl radical cofactor GrcA	125	PN96_11040
CP009977.1	2412337	2413617	1	minus	threonine synthase			protein-coding			ALR16472.1	threonine synthase	426	PN96_11045
CP009977.1	2413614	2414570	1	minus	serine kinase			protein-coding			ALR16473.1	serine kinase	318	PN96_11050
CP009977.1	2414591	2417050	1	minus	aspartate kinase	thrA		protein-coding			ALR16474.1	aspartate kinase	819	PN96_11055
CP009977.1	2417666	2418136	1	plus	ribonuclease regulator			protein-coding			ALR16475.1	ribonuclease regulator	156	PN96_11060
CP009977.1	2418133	2418615	1	minus	ribonuclease activity regulator protein RraA			protein-coding			ALR16476.1	ribonuclease activity regulator protein RraA	160	PN96_11065
CP009977.1	2418674	2419081	1	minus	hypothetical protein			protein-coding			ALR16477.1	hypothetical protein	135	PN96_11070
CP009977.1	2419442	2420158	1	plus	TorR family transcriptional regulator			protein-coding			ALR16478.1	TorR family transcriptional regulator	238	PN96_11075
CP009977.1	2420241	2420690	1	minus	DNA polymerase III subunit beta			protein-coding			ALR16479.1	DNA polymerase III subunit beta	149	PN96_11080
CP009977.1	2420692	2423043	1	minus	ATPase			protein-coding			ALR16480.1	ATPase	783	PN96_11085
CP009977.1	2423383	2424342	1	minus	radical SAM protein			protein-coding			ALR16481.1	radical SAM protein	319	PN96_11090
CP009977.1	2424898	2429436	1	plus	glutamate synthase			protein-coding			ALR16482.1	glutamate synthase	1512	PN96_11095
CP009977.1	2429436	2430905	1	plus	glutamate synthase	gltD		protein-coding			ALR16483.1	glutamate synthase	489	PN96_11100
CP009977.1	2431357	2435820	1	plus	glutamate synthase	gltB		protein-coding			ALR16484.1	glutamate synthase	1487	PN96_11105
CP009977.1	2435842	2437254	1	plus	glutamate synthase			protein-coding			ALR16485.1	glutamate synthase	470	PN96_11110
CP009977.1	2437375	2437803	1	plus	hypothetical protein			protein-coding			ALR16486.1	hypothetical protein	142	PN96_11115
CP009977.1	2437870	2438565	1	plus	5'-methylthioadenosine nucleosidase			protein-coding			ALR16487.1	5'-methylthioadenosine nucleosidase	231	PN96_11120
CP009977.1	2438596	2439549	1	plus	adenosylcobinamide-phosphate synthase			protein-coding			ALR16488.1	adenosylcobinamide-phosphate synthase	317	PN96_11125
CP009977.1	2439549	2440373	1	plus	Vitamin B12-binding protein			protein-coding			ALR16489.1	Vitamin B12-binding protein	274	PN96_11130
CP009977.1	2440443	2441063	1	plus	membrane protein			protein-coding			ALR16490.1	membrane protein	206	PN96_11135
CP009977.1	2441194	2442063	1	plus	transcriptional regulator			protein-coding			ALR16491.1	transcriptional regulator	289	PN96_11140
CP009977.1	2441990	2442769	1	minus	membrane protein			protein-coding			ALR16492.1	membrane protein	259	PN96_11145
CP009977.1	2442978	2446211	1	minus	carbamoyl phosphate synthase large subunit	carB		protein-coding			ALR16493.1	carbamoyl phosphate synthase large subunit	1077	PN96_11150
CP009977.1	2446228	2447367	1	minus	carbamoyl phosphate synthase small subunit			protein-coding			ALR16494.1	carbamoyl phosphate synthase small subunit	379	PN96_11155
CP009977.1	2447849	2448658	1	minus	dihydrodipicolinate reductase			protein-coding			ALR16495.1	dihydrodipicolinate reductase	269	PN96_11160
CP009977.1	2448772	2449173	1	minus	7,8-dihydro-8-oxoguanine-triphosphatase			protein-coding			ALR16496.1	7,8-dihydro-8-oxoguanine-triphosphatase	133	PN96_11165
CP009977.1	2449300	2452026	1	minus	preprotein translocase subunit SecA	secA		protein-coding			ALR16497.1	preprotein translocase subunit SecA	908	PN96_11170
CP009977.1	2452426	2452878	1	plus	hypothetical protein			protein-coding			ALR16498.1	hypothetical protein	150	PN96_11175
CP009977.1	2452955	2453872	1	minus	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	lpxC		protein-coding			ALR16499.1	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	305	PN96_11180
CP009977.1	2453974	2455209	1	minus	cell division protein FtsZ			protein-coding			ALR16500.1	cell division protein FtsZ	411	PN96_11185
CP009977.1	2455240	2456502	1	minus	cell division protein FtsA	ftsA		protein-coding			ALR16501.1	cell division protein FtsA	420	PN96_11190
CP009977.1	2456495	2457277	1	minus	cell division protein FtsQ			protein-coding			ALR17269.1	cell division protein FtsQ	260	PN96_11195
CP009977.1	2457469	2458926	1	minus	UDP-N-acetylmuramate--alanine ligase	murC		protein-coding			ALR16502.1	UDP-N-acetylmuramate--alanine ligase	485	PN96_11200
CP009977.1	2458950	2460017	1	minus	UDP-diphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	murG		protein-coding			ALR16503.1	UDP-diphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	355	PN96_11205
CP009977.1	2460004	2461173	1	minus	cell division protein FtsW			protein-coding			ALR17270.1	cell division protein FtsW	389	PN96_11210
CP009977.1	2461222	2462535	1	minus	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	murD		protein-coding			ALR16504.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	437	PN96_11215
CP009977.1	2462574	2463656	1	minus	phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		protein-coding			ALR16505.1	phospho-N-acetylmuramoyl-pentapeptide-transferase	360	PN96_11220
CP009977.1	2463656	2465020	1	minus	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		protein-coding			ALR16506.1	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	454	PN96_11225
CP009977.1	2465017	2466498	1	minus	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	murE		protein-coding			ALR16507.1	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	493	PN96_11230
CP009977.1	2466560	2468353	1	minus	cell division protein FtsI			protein-coding			ALR16508.1	cell division protein FtsI	597	PN96_11235
CP009977.1	2468350	2468667	1	minus	cell division protein FtsL			protein-coding			ALR16509.1	cell division protein FtsL	105	PN96_11240
CP009977.1	2468673	2469623	1	minus	16S rRNA methyltransferase			protein-coding			ALR16510.1	16S rRNA methyltransferase	316	PN96_11245
CP009977.1	2469854	2470283	1	minus	bacterial RNase P			RNase_P_RNA						PN96_14970
CP009977.1	2470477	2471340	1	minus	tetrapyrrole methylase			protein-coding			ALR16511.1	tetrapyrrole methylase	287	PN96_11250
CP009977.1	2471409	2473223	1	plus	penicillin-binding protein			protein-coding			ALR16512.1	penicillin-binding protein	604	PN96_11255
CP009977.1	2473207	2473575	1	plus	hypothetical protein			protein-coding			ALR16513.1	hypothetical protein	122	PN96_11260
CP009977.1	2473579	2474169	1	plus	DnaA initiator-associating protein DiaA			protein-coding			ALR16514.1	DnaA initiator-associating protein DiaA	196	PN96_11265
CP009977.1	2474191	2474859	1	plus	hemolysin			protein-coding			ALR16515.1	hemolysin	222	PN96_11270
CP009977.1	2474919	2475401	1	minus	peptidase			protein-coding			ALR16516.1	peptidase	160	PN96_11275
CP009977.1	2475418	2476053	1	minus	stringent starvation protein A	sspA		protein-coding			ALR16517.1	stringent starvation protein A	211	PN96_11280
CP009977.1	2476151	2476888	1	minus	cytochrome C			protein-coding			ALR16518.1	cytochrome C	245	PN96_11285
CP009977.1	2476885	2478150	1	minus	cytochrome B			protein-coding			ALR16519.1	cytochrome B	421	PN96_11290
CP009977.1	2478150	2478740	1	minus	ubiquinol-cytochrome C reductase			protein-coding			ALR16520.1	ubiquinol-cytochrome C reductase	196	PN96_11295
CP009977.1	2479285	2479677	1	minus	30S ribosomal protein S9			protein-coding			ALR16521.1	30S ribosomal protein S9	130	PN96_11300
CP009977.1	2479693	2480121	1	minus	50S ribosomal protein L13			protein-coding			ALR16522.1	50S ribosomal protein L13	142	PN96_11305
CP009977.1	2480373	2481476	1	minus	ATPase			protein-coding			ALR16523.1	ATPase	367	PN96_11310
CP009977.1	2481672	2482115	1	plus	membrane protein			protein-coding			ALR16524.1	membrane protein	147	PN96_11315
CP009977.1	2482305	2483672	1	plus	serine endoprotease DegQ			protein-coding			ALR16525.1	serine endoprotease DegQ	455	PN96_11320
CP009977.1	2483870	2484934	1	plus	peptidase			protein-coding			ALR16526.1	peptidase	354	PN96_11325
CP009977.1	2484967	2487252	1	minus	DNA topoisomerase IV subunit A			protein-coding			ALR16527.1	DNA topoisomerase IV subunit A	761	PN96_11330
CP009977.1	2487256	2489136	1	minus	DNA topoisomerase IV subunit B			protein-coding			ALR16528.1	DNA topoisomerase IV subunit B	626	PN96_11335
CP009977.1	2489388	2489972	1	minus	esterase			protein-coding			ALR16529.1	esterase	194	PN96_11340
CP009977.1	2490020	2490826	1	minus	3',5'-cyclic-nucleotide phosphodiesterase			protein-coding			ALR16530.1	3',5'-cyclic-nucleotide phosphodiesterase	268	PN96_11345
CP009977.1	2490873	2491331	1	minus	dehydrogenase			protein-coding			ALR16531.1	dehydrogenase	152	PN96_11350
CP009977.1	2491335	2491982	1	minus	ADP-ribose pyrophosphatase	nudF		protein-coding			ALR16532.1	ADP-ribose pyrophosphatase	215	PN96_11355
CP009977.1	2492212	2493534	1	plus	outer membrane channel protein	tolC		protein-coding			ALR16533.1	outer membrane channel protein	440	PN96_11360
CP009977.1	2493687	2495117	1	minus	heptose 1-phosphate adenyltransferase			protein-coding			ALR16534.1	heptose 1-phosphate adenyltransferase	476	PN96_11365
CP009977.1	2495185	2498028	1	minus	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase			protein-coding			ALR16535.1	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase	947	PN96_11370
CP009977.1	2498139	2499395	1	minus	chemotaxis protein			protein-coding			ALR16536.1	chemotaxis protein	418	PN96_11375
CP009977.1	2499463	2500236	1	plus	capsular biosynthesis protein			protein-coding			ALR16537.1	capsular biosynthesis protein	257	PN96_11380
CP009977.1	2500284	2501816	1	minus	adenylate cyclase			protein-coding			ALR16538.1	adenylate cyclase	510	PN96_11385
CP009977.1	2502029	2502709	1	plus	phosphate transport regulator			protein-coding			ALR17271.1	phosphate transport regulator	226	PN96_11390
CP009977.1	2502840	2504099	1	plus	phosphate permease			protein-coding			ALR16539.1	phosphate permease	419	PN96_11395
CP009977.1	2504282	2504893	1	plus	arylsulfatase			protein-coding			ALR16540.1	arylsulfatase	203	PN96_11400
CP009977.1	2504959	2505630	1	minus	general secretion pathway protein GspB			protein-coding			ALR16541.1	general secretion pathway protein GspB	223	PN96_11405
CP009977.1	2505630	2507279	1	minus	general secretion pathway protein GspA			protein-coding			ALR16542.1	general secretion pathway protein GspA	549	PN96_11410
CP009977.1	2507416	2508636	1	plus	2', 3'-cyclic nucleotide 2'-phosphodiesterase	cca		protein-coding			ALR16543.1	2', 3'-cyclic nucleotide 2'-phosphodiesterase	406	PN96_11415
CP009977.1	2508692	2509495	1	minus	UDP pyrophosphate phosphatase			protein-coding			ALR16544.1	UDP pyrophosphate phosphatase	267	PN96_11420
CP009977.1	2509511	2509993	1	minus	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase			protein-coding			ALR16545.1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	160	PN96_11425
CP009977.1	2509990	2510349	1	minus	dihydroneopterin aldolase	folB		protein-coding			ALR16546.1	dihydroneopterin aldolase	119	PN96_11430
CP009977.1	2510601	2511212	1	plus	glycerol-3-phosphate acyltransferase			protein-coding			ALR16547.1	glycerol-3-phosphate acyltransferase	203	PN96_11435
CP009977.1	2511238	2512053	1	minus	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase			protein-coding			ALR16548.1	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	271	PN96_11440
CP009977.1	2512469	2513485	1	minus	UGMP family protein			protein-coding			ALR16549.1	UGMP family protein	338	PN96_11445
CP009977.1	2513715	2513930	1	plus	30S ribosomal protein S21	rpsU		protein-coding			ALR16550.1	30S ribosomal protein S21	71	PN96_11450
CP009977.1	2513959	2514402	1	plus	glutamyl-tRNA amidotransferase			protein-coding			ALR16551.1	glutamyl-tRNA amidotransferase	147	PN96_11455
CP009977.1	2514546	2516303	1	plus	DNA primase	dnaG		protein-coding			ALR16552.1	DNA primase	585	PN96_11460
CP009977.1	2516403	2518274	1	plus	RNA polymerase sigma factor RpoD			protein-coding			ALR16553.1	RNA polymerase sigma factor RpoD	623	PN96_11465
CP009977.1	2518429	2518504	1	plus	tRNA-Met			tRNA						PN96_11470
CP009977.1	2518744	2519874	1	minus	flagellin			protein-coding			ALR16554.1	flagellin	376	PN96_11475
CP009977.1	2520190	2520993	1	plus	methionine ABC transporter substrate-binding protein			protein-coding			ALR16555.1	methionine ABC transporter substrate-binding protein	267	PN96_11480
CP009977.1	2521136	2521426	1	minus	D-fructose-6-phosphate amidotransferase			protein-coding			ALR16556.1	D-fructose-6-phosphate amidotransferase	96	PN96_11485
CP009977.1	2521833	2522540	1	minus	AraC family transcriptional regulator			protein-coding			ALR16557.1	AraC family transcriptional regulator	235	PN96_11490
CP009977.1	2522777	2523550	1	minus	diguanylate phosphodiesterase			protein-coding			ALR16558.1	diguanylate phosphodiesterase	257	PN96_11495
CP009977.1	2523930	2524979	1	plus	lipoprotein			protein-coding			ALR16559.1	lipoprotein	349	PN96_11500
CP009977.1	2525051	2526409	1	minus	8-oxoguanine deaminase			protein-coding			ALR16560.1	8-oxoguanine deaminase	452	PN96_11505
CP009977.1	2526728	2528482	1	plus	hemolysin			protein-coding			ALR16561.1	hemolysin	584	PN96_11510
CP009977.1	2529061	2531010	1	plus	PTS system mannitol-specific transporter subunit IICBA			protein-coding			ALR16562.1	PTS system mannitol-specific transporter subunit IICBA	649	PN96_11515
CP009977.1	2531123	2532271	1	plus	mannitol-1-phosphate 5-dehydrogenase			protein-coding			ALR16563.1	mannitol-1-phosphate 5-dehydrogenase	382	PN96_11520
CP009977.1	2532330	2532860	1	plus	mannitol operon repressor			protein-coding			ALR16564.1	mannitol operon repressor	176	PN96_11525
CP009977.1	2533166	2534068	1	plus	phospho-glycosyltransferase			protein-coding			ALR16565.1	phospho-glycosyltransferase	300	PN96_11530
CP009977.1	2534070	2535446	1	plus	PTS sugar transporter subunit IIA			protein-coding			ALR16566.1	PTS sugar transporter subunit IIA	458	PN96_11535
CP009977.1	2535502	2536347	1	plus	RpiR family transcriptional regulator			protein-coding			ALR16567.1	RpiR family transcriptional regulator	281	PN96_11540
CP009977.1	2536502	2538334	1	minus	glucosamine--fructose-6-phosphate aminotransferase			protein-coding			ALR16568.1	glucosamine--fructose-6-phosphate aminotransferase	610	PN96_11545
CP009977.1	2538453	2539214	1	minus	XRE family transcriptional regulator			protein-coding			ALR16569.1	XRE family transcriptional regulator	253	PN96_11550
CP009977.1	2539647	2541059	1	plus	pyruvate kinase			protein-coding			ALR16570.1	pyruvate kinase	470	PN96_11555
CP009977.1	2541214	2541708	1	minus	acetolactate synthase 3 regulatory subunit	ilvH		protein-coding			ALR16571.1	acetolactate synthase 3 regulatory subunit	164	PN96_11560
CP009977.1	2541710	2543434	1	minus	acetolactate synthase 3 catalytic subunit			protein-coding			ALR16572.1	acetolactate synthase 3 catalytic subunit	574	PN96_11565
CP009977.1	2543895	2545694	1	minus	long-chain fatty acid--CoA ligase			protein-coding			ALR16573.1	long-chain fatty acid--CoA ligase	599	PN96_11570
CP009977.1	2546021	2546980	1	minus	transcriptional regulator	leuO		protein-coding			ALR16574.1	transcriptional regulator	319	PN96_11575
CP009977.1	2547509	2548555	1	minus	glycosyltransferase			protein-coding			ALR16575.1	glycosyltransferase	348	PN96_11580
CP009977.1	2548559	2549107	1	minus	membrane protein			protein-coding			ALR16576.1	membrane protein	182	PN96_11585
CP009977.1	2549293	2550069	1	minus	hypothetical protein			protein-coding			ALR16577.1	hypothetical protein	258	PN96_11590
CP009977.1	2550670	2552217	1	plus	2-isopropylmalate synthase			protein-coding			ALR16578.1	2-isopropylmalate synthase	515	PN96_11595
CP009977.1	2552299	2553390	1	plus	3-isopropylmalate dehydrogenase			protein-coding			ALR16579.1	3-isopropylmalate dehydrogenase	363	PN96_11600
CP009977.1	2553464	2554864	1	plus	isopropylmalate isomerase			protein-coding			ALR16580.1	isopropylmalate isomerase	466	PN96_11605
CP009977.1	2554876	2555478	1	plus	isopropylmalate isomerase	leuD		protein-coding			ALR16581.1	isopropylmalate isomerase	200	PN96_11610
CP009977.1	2555611	2556393	1	plus	hypothetical protein			protein-coding			ALR16582.1	hypothetical protein	260	PN96_11615
CP009977.1	2556503	2557354	1	minus	molecular chaperone DnaJ			protein-coding			ALR16583.1	molecular chaperone DnaJ	283	PN96_11620
CP009977.1	2557672	2560017	1	plus	LPS biosynthesis protein			protein-coding			ALR16584.1	LPS biosynthesis protein	781	PN96_11625
CP009977.1	2560077	2561360	1	plus	peptidylprolyl isomerase			protein-coding			ALR16585.1	peptidylprolyl isomerase	427	PN96_11630
CP009977.1	2561350	2562348	1	plus	4-hydroxythreonine-4-phosphate dehydrogenase			protein-coding			ALR17272.1	4-hydroxythreonine-4-phosphate dehydrogenase	332	PN96_11635
CP009977.1	2562345	2563154	1	plus	ribosomal RNA small subunit methyltransferase A			protein-coding			ALR16586.1	ribosomal RNA small subunit methyltransferase A	269	PN96_11640
CP009977.1	2563220	2563600	1	plus	magnesium transporter ApaG			protein-coding			ALR16587.1	magnesium transporter ApaG	126	PN96_11645
CP009977.1	2563617	2564423	1	plus	bis(5'-nucleosyl)-tetraphosphatase			protein-coding			ALR16588.1	bis(5'-nucleosyl)-tetraphosphatase	268	PN96_11650
CP009977.1	2564497	2564976	1	minus	diacylglycerol kinase			protein-coding			ALR16589.1	diacylglycerol kinase	159	PN96_11655
CP009977.1	2564986	2565459	1	minus	hypothetical protein			protein-coding			ALR16590.1	hypothetical protein	157	PN96_11660
CP009977.1	2565456	2566259	1	minus	membrane protein			protein-coding			ALR16591.1	membrane protein	267	PN96_11665
CP009977.1	2566567	2567742	1	minus	GTPase CgtA	obgE		protein-coding			ALR16592.1	GTPase CgtA	391	PN96_11670
CP009977.1	2567953	2568210	1	minus	50S ribosomal protein L27	rpmA		protein-coding			ALR16593.1	50S ribosomal protein L27	85	PN96_11675
CP009977.1	2568231	2568542	1	minus	50S ribosomal protein L21	rplU		protein-coding			ALR16594.1	50S ribosomal protein L21	103	PN96_11680
CP009977.1	2568799	2569770	1	plus	octaprenyl diphosphate synthase			protein-coding			ALR16595.1	octaprenyl diphosphate synthase	323	PN96_11685
CP009977.1	2569894	2570085	1	minus	hypothetical protein			protein-coding			ALR16596.1	hypothetical protein	63	PN96_11690
CP009977.1	2570199	2571134	1	minus	malate dehydrogenase			protein-coding			ALR16597.1	malate dehydrogenase	311	PN96_11695
CP009977.1	2571493	2571963	1	plus	arginine repressor			protein-coding			ALR17273.1	arginine repressor	156	PN96_11700
CP009977.1	2572366	2573334	1	plus	C4-dicarboxylate ABC transporter substrate-binding protein			protein-coding			ALR16598.1	C4-dicarboxylate ABC transporter substrate-binding protein	322	PN96_11705
CP009977.1	2573803	2576382	1	plus	C4-dicarboxylate ABC transporter			protein-coding			ALR16599.1	C4-dicarboxylate ABC transporter	859	PN96_11710
CP009977.1	2576426	2576863	1	plus	universal stress protein			protein-coding			ALR16600.1	universal stress protein	145	PN96_11715
CP009977.1	2576939	2577643	1	minus	thiamine ABC transporter ATP-binding protein			protein-coding			ALR16601.1	thiamine ABC transporter ATP-binding protein	234	PN96_11720
CP009977.1	2577637	2579193	1	minus	thiamine ABC transporter permease	thiP		protein-coding			ALR17274.1	thiamine ABC transporter permease	518	PN96_11725
CP009977.1	2579239	2580231	1	minus	thiamine ABC transporter substrate-binding protein	tbpA		protein-coding			ALR16602.1	thiamine ABC transporter substrate-binding protein	330	PN96_11730
CP009977.1	2580544	2581179	1	minus	aromatic acid decarboxylase			protein-coding			ALR16603.1	aromatic acid decarboxylase	211	PN96_11735
CP009977.1	2581185	2582543	1	minus	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase			protein-coding			ALR16604.1	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	452	PN96_11740
CP009977.1	2582855	2583868	1	plus	fructose 1,6-bisphosphatase			protein-coding			ALR16605.1	fructose 1,6-bisphosphatase	337	PN96_11745
CP009977.1	2583983	2584513	1	plus	inorganic pyrophosphatase			protein-coding			ALR16606.1	inorganic pyrophosphatase	176	PN96_11750
CP009977.1	2584660	2585007	1	minus	gamma-glutamylcyclotransferase			protein-coding			ALR16607.1	gamma-glutamylcyclotransferase	115	PN96_11755
CP009977.1	2585035	2588940	1	minus	hypothetical protein			protein-coding			ALR16608.1	hypothetical protein	1301	PN96_11760
CP009977.1	2588937	2590652	1	minus	membrane protein			protein-coding			ALR17275.1	membrane protein	571	PN96_11765
CP009977.1	2590828	2591466	1	plus	methionine sulfoxide reductase A			protein-coding			ALR16609.1	methionine sulfoxide reductase A	212	PN96_11770
CP009977.1	2591550	2591753	1	minus	hypothetical protein			protein-coding			ALR16610.1	hypothetical protein	67	PN96_11775
CP009977.1	2592033	2592584	1	plus	hypothetical protein			protein-coding			ALR16611.1	hypothetical protein	183	PN96_11780
CP009977.1	2593162	2593836	1	plus	zinc-binding protein			protein-coding			ALR16612.1	zinc-binding protein	224	PN96_11785
CP009977.1	2593889	2594617	1	plus	methionine ABC transporter ATP-binding protein			protein-coding			ALR16613.1	methionine ABC transporter ATP-binding protein	242	PN96_11790
CP009977.1	2594614	2595873	1	plus	peptide ABC transporter permease			protein-coding			ALR16614.1	peptide ABC transporter permease	419	PN96_11795
CP009977.1	2595878	2596375	1	plus	hypothetical protein			protein-coding			ALR16615.1	hypothetical protein	165	PN96_11800
CP009977.1	2596858	2597763	1	plus	hypothetical protein			protein-coding			ALR16616.1	hypothetical protein	301	PN96_11805
CP009977.1	2597854	2598471	1	minus	adenylylsulfate kinase			protein-coding			ALR16617.1	adenylylsulfate kinase	205	PN96_11810
CP009977.1	2598496	2600220	1	minus	potassium transporter TrkA			protein-coding			ALR16618.1	potassium transporter TrkA	574	PN96_11815
CP009977.1	2600463	2601893	1	minus	sulfate adenylyltransferase			protein-coding			ALR16619.1	sulfate adenylyltransferase	476	PN96_11820
CP009977.1	2601912	2602820	1	minus	sulfate adenylyltransferase subunit 2			protein-coding			ALR16620.1	sulfate adenylyltransferase subunit 2	302	PN96_11825
CP009977.1	2602879	2603754	1	minus	uroporphyrin-III methyltransferase			protein-coding			ALR16621.1	uroporphyrin-III methyltransferase	291	PN96_11830
CP009977.1	2604018	2605979	1	plus	2', 3'-cyclic nucleotide 2'-phosphodiesterase	cpdB		protein-coding			ALR16622.1	2', 3'-cyclic nucleotide 2'-phosphodiesterase	653	PN96_11835
CP009977.1	2606097	2606669	1	plus	Crp/Fnr family transcriptional regulator			protein-coding			ALR16623.1	Crp/Fnr family transcriptional regulator	190	PN96_11840
CP009977.1	2606724	2608103	1	minus	DEAD/DEAH box helicase			protein-coding			ALR16624.1	DEAD/DEAH box helicase	459	PN96_11845
CP009977.1	2608250	2608711	1	plus	GCN5 family acetyltransferase			protein-coding			ALR16625.1	GCN5 family acetyltransferase	153	PN96_11850
CP009977.1	2608801	2609400	1	minus	lysine transporter LysM			protein-coding			ALR16626.1	lysine transporter LysM	199	PN96_11855
