Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP009977.1	2318646	2320853	1	minus	ABC transporter permease subunit		70913259	protein-coding			WP_020333631.1	ABC transporter permease subunit	735	PN96_RS10770
NZ_CP009977.1	2321064	2323154	1	plus	polyphosphate kinase 1	ppk1	70913260	protein-coding			WP_020333630.1	polyphosphate kinase 1	696	PN96_RS10775
NZ_CP009977.1	2323138	2324643	1	plus	exopolyphosphatase	ppx	70913261	protein-coding			WP_014230908.1	exopolyphosphatase	501	PN96_RS10780
NZ_CP009977.1	2324676	2325641	1	minus	phosphate ABC transporter substrate-binding protein PstS family protein		70913262	protein-coding			WP_014230907.1	phosphate ABC transporter substrate-binding protein PstS family protein	321	PN96_RS10785
NZ_CP009977.1	2325641	2326939	1	minus	phosphate regulon sensor histidine kinase PhoR	phoR	70913263	protein-coding			WP_014230906.1	phosphate regulon sensor histidine kinase PhoR	432	PN96_RS10790
NZ_CP009977.1	2326980	2327669	1	minus	phosphate regulon transcriptional regulator PhoB	phoB	70913264	protein-coding			WP_014230905.1	phosphate regulon transcriptional regulator PhoB	229	PN96_RS10795
NZ_CP009977.1	2327895	2328809	1	plus	recombination-associated protein RdgC	rdgC	70913265	protein-coding			WP_020333628.1	recombination-associated protein RdgC	304	PN96_RS10805
NZ_CP009977.1	2328975	2330375	1	plus	tRNA 5-hydroxyuridine modification protein YegQ	yegQ	70913266	protein-coding			WP_014230902.1	tRNA 5-hydroxyuridine modification protein YegQ	466	PN96_RS10810
NZ_CP009977.1	2330378	2330632	1	plus	YfhL family 4Fe-4S dicluster ferredoxin		70913267	protein-coding			WP_014230901.1	YfhL family 4Fe-4S dicluster ferredoxin	84	PN96_RS10815
NZ_CP009977.1	2330675	2330983	1	minus	hypothetical protein		70913268	protein-coding			WP_014230900.1	hypothetical protein	102	PN96_RS10820
NZ_CP009977.1	2331302	2332138	1	minus	penicillin-insensitive murein endopeptidase	mepA	70913269	protein-coding			WP_020333626.1	penicillin-insensitive murein endopeptidase	278	PN96_RS10825
NZ_CP009977.1	2332151	2332483	1	minus	DUF1904 domain-containing protein		70913270	protein-coding			WP_014230898.1	DUF1904 domain-containing protein	110	PN96_RS10830
NZ_CP009977.1	2333015	2333091	1	minus	tRNA-Trp		70913271	tRNA						PN96_RS10835
NZ_CP009977.1	2333127	2333203	1	minus	tRNA-Asp		70913272	tRNA						PN96_RS10840
NZ_CP009977.1	2333247	2333363	1	minus	5S ribosomal RNA	rrf	70913273	rRNA						PN96_RS10845
NZ_CP009977.1	2333456	2336346	1	minus	23S ribosomal RNA		70913274	rRNA						PN96_RS10850
NZ_CP009977.1	2336612	2336687	1	minus	tRNA-Glu		70913275	tRNA						PN96_RS10860
NZ_CP009977.1	2336700	2336775	1	minus	tRNA-Ala		70913276	tRNA						PN96_RS10865
NZ_CP009977.1	2336873	2338425	1	minus	16S ribosomal RNA		70913277	rRNA						PN96_RS10870
NZ_CP009977.1	2338869	2340230	1	minus	amidohydrolase family protein		70913278	protein-coding			WP_020335951.1	amidohydrolase family protein	453	PN96_RS10875
NZ_CP009977.1	2340782	2341783	1	plus	ABC transporter substrate-binding protein		70913279	protein-coding			WP_020335950.1	ABC transporter substrate-binding protein	333	PN96_RS10880
NZ_CP009977.1	2341783	2342610	1	plus	ABC transporter ATP-binding protein		70913280	protein-coding			WP_020335949.1	ABC transporter ATP-binding protein	275	PN96_RS10885
NZ_CP009977.1	2342635	2343417	1	plus	ABC transporter permease		70913281	protein-coding			WP_014230894.1	ABC transporter permease	260	PN96_RS10890
NZ_CP009977.1	2343652	2344635	1	plus	2-oxoglutarate and iron-dependent oxygenase domain-containing protein		70913282	protein-coding			WP_020335948.1	2-oxoglutarate and iron-dependent oxygenase domain-containing protein	327	PN96_RS10895
NZ_CP009977.1	2344742	2347315	1	minus	ATP-dependent chaperone ClpB	clpB	70913283	protein-coding			WP_014230892.1	ATP-dependent chaperone ClpB	857	PN96_RS10900
NZ_CP009977.1	2347465	2348193	1	minus	peptidoglycan editing factor PgeF	pgeF	70913284	protein-coding			WP_020335947.1	peptidoglycan editing factor PgeF	242	PN96_RS10905
NZ_CP009977.1	2348195	2349172	1	minus	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	rluD	70913285	protein-coding			WP_020335946.1	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	325	PN96_RS10910
NZ_CP009977.1	2349309	2350037	1	plus	outer membrane protein assembly factor BamD		70913286	protein-coding			WP_020335945.1	outer membrane protein assembly factor BamD	242	PN96_RS10915
NZ_CP009977.1	2350181	2351662	1	plus	lytic transglycosylase F		70913287	protein-coding			WP_020335944.1	lytic transglycosylase F	493	PN96_RS10920
NZ_CP009977.1	2351992	2352318	1	plus	ribosome-associated translation inhibitor RaiA	raiA	70913288	protein-coding			WP_020335943.1	ribosome-associated translation inhibitor RaiA	108	PN96_RS10925
NZ_CP009977.1	2352561	2353739	1	plus	prephenate dehydratase	pheA	70913289	protein-coding			WP_020335942.1	prephenate dehydratase	392	PN96_RS10930
NZ_CP009977.1	2353764	2354297	1	plus	inosine/xanthosine triphosphatase	yjjX	70913290	protein-coding			WP_014230885.1	inosine/xanthosine triphosphatase	177	PN96_RS10935
NZ_CP009977.1	2354355	2354654	1	minus	trp operon repressor	trpR	70913291	protein-coding			WP_020335939.1	trp operon repressor	99	PN96_RS10940
NZ_CP009977.1	2354668	2356605	1	minus	murein transglycosylase	sltY	70913292	protein-coding			WP_020335938.1	murein transglycosylase	645	PN96_RS10945
NZ_CP009977.1	2357048	2358715	1	plus	energy-dependent translational throttle protein EttA	ettA	70913293	protein-coding			WP_020335937.1	energy-dependent translational throttle protein EttA	555	PN96_RS10950
NZ_CP009977.1	2359136	2360137	1	plus	M23 family metallopeptidase		70913294	protein-coding			WP_014230881.1	M23 family metallopeptidase	333	PN96_RS10955
NZ_CP009977.1	2360193	2361320	1	minus	bifunctional chorismate mutase/prephenate dehydrogenase	tyrA	70913295	protein-coding			WP_014230880.1	bifunctional chorismate mutase/prephenate dehydrogenase	375	PN96_RS10960
NZ_CP009977.1	2361349	2362422	1	minus	3-deoxy-7-phosphoheptulonate synthase		70913296	protein-coding			WP_020335936.1	3-deoxy-7-phosphoheptulonate synthase	357	PN96_RS10965
NZ_CP009977.1	2362641	2363624	1	minus	beta-N-acetylhexosaminidase	nagZ	70913297	protein-coding			WP_020335935.1	beta-N-acetylhexosaminidase	327	PN96_RS10970
NZ_CP009977.1	2363714	2364826	1	plus	anhydro-N-acetylmuramic acid kinase		70913298	protein-coding			WP_020335934.1	anhydro-N-acetylmuramic acid kinase	370	PN96_RS10975
NZ_CP009977.1	2364843	2365769	1	plus	N-acetylmuramic acid 6-phosphate etherase	murQ	70913299	protein-coding			WP_020335933.1	N-acetylmuramic acid 6-phosphate etherase	308	PN96_RS10980
NZ_CP009977.1	2365834	2366163	1	minus	hypothetical protein		70913300	protein-coding			WP_014230875.1	hypothetical protein	109	PN96_RS10985
NZ_CP009977.1	2366274	2366615	1	minus	DUF2799 domain-containing protein		70913301	protein-coding			WP_014230874.1	DUF2799 domain-containing protein	113	PN96_RS10990
NZ_CP009977.1	2366945	2368429	1	plus	carbon starvation protein A		70913302	protein-coding			WP_020335932.1	carbon starvation protein A	494	PN96_RS10995
NZ_CP009977.1	2368602	2370272	1	plus	sensor histidine kinase		70913303	protein-coding			WP_014230872.1	sensor histidine kinase	556	PN96_RS11000
NZ_CP009977.1	2370305	2371033	1	plus	two-component system response regulator BtsR	btsR	70913304	protein-coding			WP_014230871.1	two-component system response regulator BtsR	242	PN96_RS11005
NZ_CP009977.1	2371100	2372065	1	minus	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH	70913305	protein-coding			WP_020335931.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	321	PN96_RS11010
NZ_CP009977.1	2372090	2372521	1	minus	FKBP-type peptidyl-prolyl cis-trans isomerase	fkpB	70913306	protein-coding			WP_014230869.1	FKBP-type peptidyl-prolyl cis-trans isomerase	143	PN96_RS11015
NZ_CP009977.1	2372710	2373210	1	minus	signal peptidase II	lspA	70913307	protein-coding			WP_020335930.1	signal peptidase II	166	PN96_RS11020
NZ_CP009977.1	2373427	2376255	1	minus	isoleucine--tRNA ligase	ileS	70913308	protein-coding			WP_014230867.1	isoleucine--tRNA ligase	942	PN96_RS11025
NZ_CP009977.1	2376320	2377255	1	minus	bifunctional riboflavin kinase/FAD synthetase	ribF	70913309	protein-coding			WP_020335928.1	bifunctional riboflavin kinase/FAD synthetase	311	PN96_RS11030
NZ_CP009977.1	2377326	2378888	1	minus	murein biosynthesis integral membrane protein MurJ	murJ	70913310	protein-coding			WP_024372783.1	murein biosynthesis integral membrane protein MurJ	520	PN96_RS11035
NZ_CP009977.1	2379183	2379443	1	plus	30S ribosomal protein S20	rpsT	70913311	protein-coding			WP_014230864.1	30S ribosomal protein S20	86	PN96_RS11040
NZ_CP009977.1	2379634	2379930	1	minus	metalloregulator ArsR/SmtB family transcription factor		70913312	protein-coding			WP_014230863.1	metalloregulator ArsR/SmtB family transcription factor	98	PN96_RS11045
NZ_CP009977.1	2380223	2381113	1	minus	transcriptional activator NhaR	nhaR	70913313	protein-coding			WP_014230862.1	transcriptional activator NhaR	296	PN96_RS11050
NZ_CP009977.1	2381493	2382641	1	plus	Na/Pi symporter		70913314	protein-coding			WP_014230861.1	Na/Pi symporter	382	PN96_RS11055
NZ_CP009977.1	2382849	2383991	1	plus	flavohemoglobin expression-modulating QEGLA motif protein		70913315	protein-coding			WP_020335924.1	flavohemoglobin expression-modulating QEGLA motif protein	380	PN96_RS11060
NZ_CP009977.1	2384053	2384904	1	minus	thymidylate synthase		70913316	protein-coding			WP_020335923.1	thymidylate synthase	283	PN96_RS11065
NZ_CP009977.1	2384914	2385735	1	minus	prolipoprotein diacylglyceryl transferase	lgt	70913317	protein-coding			WP_020335922.1	prolipoprotein diacylglyceryl transferase	273	PN96_RS11070
NZ_CP009977.1	2385775	2386566	1	minus	sulfite exporter TauE/SafE family protein		70913318	protein-coding			WP_014230857.1	sulfite exporter TauE/SafE family protein	263	PN96_RS11075
NZ_CP009977.1	2386576	2388822	1	minus	phosphoenolpyruvate--protein phosphotransferase	ptsP	70913319	protein-coding			WP_020335921.1	phosphoenolpyruvate--protein phosphotransferase	748	PN96_RS11080
NZ_CP009977.1	2388825	2389346	1	minus	RNA pyrophosphohydrolase	rppH	70913320	protein-coding			WP_005381953.1	RNA pyrophosphohydrolase	173	PN96_RS11085
NZ_CP009977.1	2389965	2390645	1	plus	DNA mismatch repair endonuclease MutH	mutH	70913321	protein-coding			WP_014230855.1	DNA mismatch repair endonuclease MutH	226	PN96_RS11090
NZ_CP009977.1	2390662	2390973	1	minus	DUF6482 family protein		70913322	protein-coding			WP_014230854.1	DUF6482 family protein	103	PN96_RS11095
NZ_CP009977.1	2391125	2392159	1	plus	NADP(H)-dependent aldo-keto reductase		70913323	protein-coding			WP_020335920.1	NADP(H)-dependent aldo-keto reductase	344	PN96_RS11100
NZ_CP009977.1	2392292	2392543	1	minus	hypothetical protein		70913324	protein-coding			WP_020335919.1	hypothetical protein	83	PN96_RS11105
NZ_CP009977.1	2393068	2394402	1	minus	cyclic-di-GMP-binding transcriptional regulator VpsR	vpsR	70913325	protein-coding			WP_014230851.1	cyclic-di-GMP-binding transcriptional regulator VpsR	444	PN96_RS11110
NZ_CP009977.1	2394649	2396166	1	minus	lysine--tRNA ligase	lysS	70913326	protein-coding			WP_014230850.1	lysine--tRNA ligase	505	PN96_RS11115
NZ_CP009977.1	2396209	2397307	1	minus	peptide chain release factor 2	prfB	70913327	protein-coding			WP_118117739.1	peptide chain release factor 2	365	PN96_RS11120
NZ_CP009977.1	2397469	2399208	1	minus	single-stranded-DNA-specific exonuclease RecJ	recJ	70913328	protein-coding			WP_014230848.1	single-stranded-DNA-specific exonuclease RecJ	579	PN96_RS11125
NZ_CP009977.1	2399253	2400041	1	minus	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	dsbC	70913329	protein-coding			WP_020335915.1	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	262	PN96_RS11130
NZ_CP009977.1	2400100	2401017	1	minus	site-specific tyrosine recombinase XerD	xerD	70913330	protein-coding			WP_014230846.1	site-specific tyrosine recombinase XerD	305	PN96_RS11135
NZ_CP009977.1	2401186	2401704	1	plus	flavodoxin FldB	fldB	70913331	protein-coding			WP_014230845.1	flavodoxin FldB	172	PN96_RS11140
NZ_CP009977.1	2401787	2403097	1	minus	branched-chain amino acid transport system II carrier protein	brnQ	70913332	protein-coding			WP_014230844.1	branched-chain amino acid transport system II carrier protein	436	PN96_RS11145
NZ_CP009977.1	2403429	2404148	1	plus	tRNA1(Val) (adenine(37)-N6)-methyltransferase		70913333	protein-coding			WP_020335914.1	tRNA1(Val) (adenine(37)-N6)-methyltransferase	239	PN96_RS11150
NZ_CP009977.1	2404256	2405479	1	plus	ATP-dependent RNA helicase SrmB	srmB	70913334	protein-coding			WP_014230842.1	ATP-dependent RNA helicase SrmB	407	PN96_RS11155
NZ_CP009977.1	2405546	2406322	1	minus	peroxide stress protein YaaA	yaaA	70913335	protein-coding			WP_014230841.1	peroxide stress protein YaaA	258	PN96_RS11160
NZ_CP009977.1	2406431	2407864	1	minus	sodium:alanine symporter family protein		70913336	protein-coding			WP_014230840.1	sodium:alanine symporter family protein	477	PN96_RS11165
NZ_CP009977.1	2408588	2408773	1	plus	DUF3545 family protein		70913337	protein-coding			WP_014230839.1	DUF3545 family protein	61	PN96_RS11170
NZ_CP009977.1	2409004	2409555	1	minus	hemerythrin domain-containing protein		70913338	protein-coding			WP_014230838.1	hemerythrin domain-containing protein	183	PN96_RS11175
NZ_CP009977.1	2409667	2410347	1	minus	uracil-DNA glycosylase	ung	70913339	protein-coding			WP_020335913.1	uracil-DNA glycosylase	226	PN96_RS11180
NZ_CP009977.1	2410625	2411512	1	minus	deoxyribonuclease IV	nfo	70913340	protein-coding			WP_014230836.1	deoxyribonuclease IV	295	PN96_RS11185
NZ_CP009977.1	2411840	2412217	1	plus	autonomous glycyl radical cofactor GrcA	grcA	70913341	protein-coding			WP_014230835.1	autonomous glycyl radical cofactor GrcA	125	PN96_RS11190
NZ_CP009977.1	2412337	2413617	1	minus	threonine synthase	thrC	70913342	protein-coding			WP_020335912.1	threonine synthase	426	PN96_RS11195
NZ_CP009977.1	2413614	2414570	1	minus	homoserine kinase	thrB	70913343	protein-coding			WP_020335911.1	homoserine kinase	318	PN96_RS11200
NZ_CP009977.1	2414591	2417050	1	minus	bifunctional aspartate kinase/homoserine dehydrogenase I	thrA	70913344	protein-coding			WP_020335910.1	bifunctional aspartate kinase/homoserine dehydrogenase I	819	PN96_RS11205
NZ_CP009977.1	2417666	2418136	1	plus	ribonuclease activity regulator protein RraA		70913345	protein-coding			WP_020335909.1	ribonuclease activity regulator protein RraA	156	PN96_RS11210
NZ_CP009977.1	2418133	2418615	1	minus	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase		70913346	protein-coding			WP_020335908.1	putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase	160	PN96_RS11215
NZ_CP009977.1	2418674	2419081	1	minus	DUF3293 domain-containing protein		70913347	protein-coding			WP_020335907.1	DUF3293 domain-containing protein	135	PN96_RS11220
NZ_CP009977.1	2419442	2420158	1	plus	two-component system response regulator ArcA	arcA	70913348	protein-coding			WP_020335906.1	two-component system response regulator ArcA	238	PN96_RS11225
NZ_CP009977.1	2420241	2420690	1	minus	membrane lipoprotein lipid attachment site-containing protein		70913349	protein-coding			WP_014230827.1	membrane lipoprotein lipid attachment site-containing protein	149	PN96_RS11230
NZ_CP009977.1	2420692	2423043	1	minus	aerobic respiration two-component sensor histidine kinase ArcB	arcB	70913350	protein-coding			WP_020335905.1	aerobic respiration two-component sensor histidine kinase ArcB	783	PN96_RS11235
NZ_CP009977.1	2423383	2424342	1	minus	TIGR01212 family radical SAM protein		70913351	protein-coding			WP_020335904.1	TIGR01212 family radical SAM protein	319	PN96_RS11240
NZ_CP009977.1	2424898	2429436	1	plus	glutamate synthase large subunit	gltB	70913352	protein-coding			WP_020335903.1	glutamate synthase large subunit	1512	PN96_RS11245
NZ_CP009977.1	2429436	2430905	1	plus	glutamate synthase subunit beta		70913353	protein-coding			WP_014230823.1	glutamate synthase subunit beta	489	PN96_RS11250
NZ_CP009977.1	2431357	2435820	1	plus	glutamate synthase large subunit	gltB	70913354	protein-coding			WP_020335901.1	glutamate synthase large subunit	1487	PN96_RS11255
NZ_CP009977.1	2435842	2437254	1	plus	FAD-dependent oxidoreductase		70913355	protein-coding			WP_014230821.1	FAD-dependent oxidoreductase	470	PN96_RS11260
NZ_CP009977.1	2437375	2437803	1	plus	DUF1499 domain-containing protein		70913356	protein-coding			WP_020335900.1	DUF1499 domain-containing protein	142	PN96_RS11265
NZ_CP009977.1	2437870	2438565	1	plus	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN	70913357	protein-coding			WP_014230819.1	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	231	PN96_RS11270
NZ_CP009977.1	2438596	2439549	1	plus	cobalamin biosynthesis family protein		70913358	protein-coding			WP_020335899.1	cobalamin biosynthesis family protein	317	PN96_RS11275
NZ_CP009977.1	2439549	2440373	1	plus	vitamin B12 ABC transporter substrate-binding protein BtuF	btuF	70913359	protein-coding			WP_020335898.1	vitamin B12 ABC transporter substrate-binding protein BtuF	274	PN96_RS11280
NZ_CP009977.1	2440443	2441063	1	plus	TRIC cation channel family protein		70913360	protein-coding			WP_020335897.1	TRIC cation channel family protein	206	PN96_RS11285
NZ_CP009977.1	2441194	2442063	1	plus	LysR family transcriptional regulator		70913361	protein-coding			WP_014230815.1	LysR family transcriptional regulator	289	PN96_RS11290
NZ_CP009977.1	2441990	2442769	1	minus	TSUP family transporter		70913362	protein-coding			WP_014230814.1	TSUP family transporter	259	PN96_RS11295
NZ_CP009977.1	2442978	2446211	1	minus	carbamoyl-phosphate synthase large subunit	carB	70913363	protein-coding			WP_014230813.1	carbamoyl-phosphate synthase large subunit	1077	PN96_RS11300
NZ_CP009977.1	2446228	2447367	1	minus	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA	70913364	protein-coding			WP_014230812.1	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	379	PN96_RS11305
NZ_CP009977.1	2447849	2448658	1	minus	4-hydroxy-tetrahydrodipicolinate reductase	dapB	70913365	protein-coding			WP_020335893.1	4-hydroxy-tetrahydrodipicolinate reductase	269	PN96_RS11310
NZ_CP009977.1	2448772	2449173	1	minus	8-oxo-dGTP diphosphatase MutT	mutT	70913366	protein-coding			WP_014230810.1	8-oxo-dGTP diphosphatase MutT	133	PN96_RS11315
NZ_CP009977.1	2449300	2452026	1	minus	preprotein translocase subunit SecA	secA	70913367	protein-coding			WP_014230809.1	preprotein translocase subunit SecA	908	PN96_RS11320
NZ_CP009977.1	2452426	2452878	1	plus	DciA family protein		70913368	protein-coding			WP_014230808.1	DciA family protein	150	PN96_RS11325
NZ_CP009977.1	2452955	2453872	1	minus	UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC	70913369	protein-coding			WP_014230807.1	UDP-3-O-acyl-N-acetylglucosamine deacetylase	305	PN96_RS11330
NZ_CP009977.1	2453974	2455209	1	minus	cell division protein FtsZ	ftsZ	70913370	protein-coding			WP_020335892.1	cell division protein FtsZ	411	PN96_RS11335
NZ_CP009977.1	2455240	2456502	1	minus	cell division protein FtsA	ftsA	70913371	protein-coding			WP_014230805.1	cell division protein FtsA	420	PN96_RS11340
NZ_CP009977.1	2456495	2457277	1	minus	cell division protein FtsQ/DivIB		70913372	protein-coding			WP_024372778.1	cell division protein FtsQ/DivIB	260	PN96_RS11345
NZ_CP009977.1	2457469	2458926	1	minus	UDP-N-acetylmuramate--L-alanine ligase	murC	70913373	protein-coding			WP_020335891.1	UDP-N-acetylmuramate--L-alanine ligase	485	PN96_RS11350
NZ_CP009977.1	2458950	2460017	1	minus	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG	70913374	protein-coding			WP_020335890.1	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	355	PN96_RS11355
NZ_CP009977.1	2460004	2461200	1	minus	cell division protein FtsW	ftsW	70913375	protein-coding			WP_014230801.1	cell division protein FtsW	398	PN96_RS11360
NZ_CP009977.1	2461222	2462535	1	minus	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD	70913376	protein-coding			WP_020335888.1	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	437	PN96_RS11365
NZ_CP009977.1	2462574	2463656	1	minus	phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	70913377	protein-coding			WP_014230799.1	phospho-N-acetylmuramoyl-pentapeptide-transferase	360	PN96_RS11370
NZ_CP009977.1	2463656	2465020	1	minus	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF	70913378	protein-coding			WP_020335886.1	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	454	PN96_RS11375
NZ_CP009977.1	2465017	2466498	1	minus	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE	70913379	protein-coding			WP_020335885.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	493	PN96_RS11380
NZ_CP009977.1	2466560	2468353	1	minus	peptidoglycan glycosyltransferase FtsI		70913380	protein-coding			WP_020335884.1	peptidoglycan glycosyltransferase FtsI	597	PN96_RS11385
NZ_CP009977.1	2468350	2468667	1	minus	cell division protein FtsL	ftsL	70913381	protein-coding			WP_020335883.1	cell division protein FtsL	105	PN96_RS11390
NZ_CP009977.1	2468673	2469623	1	minus	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH	70913382	protein-coding			WP_014230794.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	316	PN96_RS11395
NZ_CP009977.1	2469854	2470283	1	minus	RNase P RNA component class A	rnpB	70913383	RNase_P_RNA						PN96_RS11400
NZ_CP009977.1	2470477	2471340	1	minus	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI	70913384	protein-coding			WP_020335881.1	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	287	PN96_RS11405
NZ_CP009977.1	2471409	2473223	1	plus	penicillin-binding protein activator		70913385	protein-coding			WP_020335880.1	penicillin-binding protein activator	604	PN96_RS11410
NZ_CP009977.1	2473207	2473575	1	plus	YraN family protein		70913386	protein-coding			WP_020335879.1	YraN family protein	122	PN96_RS11415
NZ_CP009977.1	2473579	2474169	1	plus	phosphoheptose isomerase		70913387	protein-coding			WP_014230789.1	phosphoheptose isomerase	196	PN96_RS11420
NZ_CP009977.1	2474191	2474859	1	plus	BON domain-containing protein		70913388	protein-coding			WP_020335878.1	BON domain-containing protein	222	PN96_RS11425
NZ_CP009977.1	2474919	2475401	1	minus	ClpXP protease specificity-enhancing factor	sspB	70913389	protein-coding			WP_020335877.1	ClpXP protease specificity-enhancing factor	160	PN96_RS11430
NZ_CP009977.1	2475418	2476053	1	minus	stringent starvation protein SspA	sspA	70913390	protein-coding			WP_014230786.1	stringent starvation protein SspA	211	PN96_RS11435
NZ_CP009977.1	2476151	2476888	1	minus	cytochrome c1		70913391	protein-coding			WP_014230785.1	cytochrome c1	245	PN96_RS11440
NZ_CP009977.1	2476885	2478150	1	minus	cytochrome bc complex cytochrome b subunit		70913392	protein-coding			WP_014230784.1	cytochrome bc complex cytochrome b subunit	421	PN96_RS11445
NZ_CP009977.1	2478150	2478740	1	minus	ubiquinol-cytochrome c reductase iron-sulfur subunit	petA	70913393	protein-coding			WP_014230783.1	ubiquinol-cytochrome c reductase iron-sulfur subunit	196	PN96_RS11450
NZ_CP009977.1	2479285	2479677	1	minus	30S ribosomal protein S9	rpsI	70913394	protein-coding			WP_014230782.1	30S ribosomal protein S9	130	PN96_RS11455
NZ_CP009977.1	2479693	2480121	1	minus	50S ribosomal protein L13	rplM	70913395	protein-coding			WP_005396465.1	50S ribosomal protein L13	142	PN96_RS11460
NZ_CP009977.1	2480373	2481476	1	minus	cell division protein ZapE	zapE	70913396	protein-coding			WP_014230781.1	cell division protein ZapE	367	PN96_RS11465
NZ_CP009977.1	2481672	2482115	1	plus	Z-ring associated protein ZapG	zapG	70913397	protein-coding			WP_014230780.1	Z-ring associated protein ZapG	147	PN96_RS11470
NZ_CP009977.1	2482305	2483672	1	plus	DegQ family serine endoprotease		70913398	protein-coding			WP_014230779.1	DegQ family serine endoprotease	455	PN96_RS11475
NZ_CP009977.1	2483870	2484934	1	plus	outer membrane-stress sensor serine endopeptidase DegS	degS	70913399	protein-coding			WP_014230778.1	outer membrane-stress sensor serine endopeptidase DegS	354	PN96_RS11480
NZ_CP009977.1	2484967	2487252	1	minus	DNA topoisomerase IV subunit A	parC	70913400	protein-coding			WP_020335875.1	DNA topoisomerase IV subunit A	761	PN96_RS11485
NZ_CP009977.1	2487256	2489136	1	minus	DNA topoisomerase IV subunit B	parE	70913401	protein-coding			WP_020335874.1	DNA topoisomerase IV subunit B	626	PN96_RS11490
NZ_CP009977.1	2489388	2489972	1	minus	esterase YqiA	yqiA	70913402	protein-coding			WP_014230775.1	esterase YqiA	194	PN96_RS11495
NZ_CP009977.1	2490020	2490826	1	minus	3',5'-cyclic-AMP phosphodiesterase	cpdA	70913403	protein-coding			WP_014230774.1	3',5'-cyclic-AMP phosphodiesterase	268	PN96_RS11500
NZ_CP009977.1	2490873	2491331	1	minus	DUF1249 family protein		70913404	protein-coding			WP_014230773.1	DUF1249 family protein	152	PN96_RS11505
NZ_CP009977.1	2491335	2491982	1	minus	ADP-ribose diphosphatase	nudF	70913405	protein-coding			WP_014230772.1	ADP-ribose diphosphatase	215	PN96_RS11510
NZ_CP009977.1	2492212	2493534	1	plus	outer membrane channel protein TolC	tolC	70913406	protein-coding			WP_014230771.1	outer membrane channel protein TolC	440	PN96_RS11515
NZ_CP009977.1	2493687	2495117	1	minus	bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE	hldE	70913407	protein-coding			WP_014230770.1	bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE	476	PN96_RS11520
NZ_CP009977.1	2495185	2498028	1	minus	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	glnE	70913408	protein-coding			WP_020335873.1	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	947	PN96_RS11525
NZ_CP009977.1	2498139	2499395	1	minus	methyl-accepting chemotaxis protein		70913409	protein-coding			WP_014230768.1	methyl-accepting chemotaxis protein	418	PN96_RS11530
NZ_CP009977.1	2499463	2500236	1	plus	ion transporter		70913410	protein-coding			WP_014230767.1	ion transporter	257	PN96_RS11535
NZ_CP009977.1	2500284	2501816	1	minus	inorganic triphosphatase		70913411	protein-coding			WP_014230766.1	inorganic triphosphatase	510	PN96_RS11540
NZ_CP009977.1	2502029	2502709	1	plus	TIGR00153 family protein		70913412	protein-coding			WP_014230765.1	TIGR00153 family protein	226	PN96_RS11545
NZ_CP009977.1	2502840	2504099	1	plus	inorganic phosphate transporter		70913413	protein-coding			WP_014230764.1	inorganic phosphate transporter	419	PN96_RS11550
