Protein,MW,Length
WP_014231493.1,23.324358340000018,211
WP_014231492.1,28.443383240000006,257
WP_014231491.1,26.435930040000006,245
WP_020332950.1,22.27669444000001,204
WP_014231489.1,39.76628613999997,357
WP_020332949.1,38.277900439999975,346
WP_020332948.1,45.832295839999965,430
WP_014231486.1,32.91629624,298
WP_020332947.1,35.67515894000001,317
WP_024372836.1,90.82508284000019,826
WP_020332945.1,56.373051939999904,533
WP_014231482.1,14.905762640000006,135
WP_014231481.1,48.413478339999955,434
WP_014231480.1,10.223656040000002,89
WP_020332942.1,42.18470453999994,374
WP_014231478.1,22.590230940000016,205
WP_014231477.1,51.54766273999987,456
WP_152490531.1,18.824926440000002,162
WP_020332940.1,22.614065240000006,198
WP_020332939.1,19.44701794000002,170
WP_020332938.1,47.63023283999996,418
WP_024372833.1,31.578126340000008,269
WP_020332936.1,49.11957043999997,430
WP_020332935.1,26.538601139999997,241
WP_014231469.1,16.159429140000018,139
WP_014231468.1,31.37757523999999,289
WP_014231467.1,6.1569015400000024,55
WP_020332934.1,24.572126540000006,227
WP_020332932.1,30.232180340000003,268
WP_020332931.1,41.53208993999998,383
WP_014231463.1,39.34400023999997,350
WP_020332930.1,47.28107093999992,425
WP_014231461.1,48.96053203999992,435
WP_020332928.1,49.95940273999998,449
WP_020332927.1,23.485466740000007,208
WP_020332926.1,112.58947234000051,1026
WP_005378234.1,18.804544940000017,164
WP_014231457.1,39.85399073999993,374
WP_020332924.1,45.45203573999998,397
WP_014231455.1,35.97424673999997,324
WP_024372832.1,29.004481640000012,254
WP_020332922.1,29.492794939999992,256
WP_020332919.1,33.81830253999998,318
WP_014231451.1,17.109946840000013,150
WP_020332918.1,113.71862074000049,1052
WP_014231449.1,40.303471539999975,379
WP_020332917.1,41.21310383999997,387
WP_014231447.1,20.150564040000013,179
WP_024372831.1,33.77960114000002,307
WP_236614637.1,22.826731340000006,206
WP_020332913.1,29.354106740000006,266
WP_020332912.1,41.03929113999998,384
WP_020332911.1,32.538190039999996,303
WP_020332910.1,61.12517713999996,550
WP_020332909.1,34.26564254,306
WP_020332908.1,84.4696434400003,796
WP_024372721.1,43.18907853999995,375
WP_024372720.1,22.66961574000001,203
WP_014231378.1,16.330187940000016,149
WP_020332905.1,90.50615534000003,808
WP_024372719.1,22.64777574,203
WP_020332903.1,15.266891040000013,137
WP_020332902.1,32.15349223999999,298
WP_020332901.1,42.99341643999995,387
WP_020332900.1,44.088646439999984,385
WP_014231371.1,17.376004040000026,153
WP_020332899.1,45.09497503999992,387
WP_020332898.1,21.131229739999988,189
WP_014231368.1,14.92177164000002,138
WP_020332897.1,38.42839763999998,347
WP_020332896.1,38.729570539999955,353
WP_024372715.1,28.316635839999996,251
WP_014231364.1,18.74296134,174
WP_014231363.1,49.67430973999995,450
WP_014231362.1,40.33289423999996,355
WP_014231361.1,15.834252740000009,147
WP_014231360.1,25.436527139999995,232
WP_014231359.1,15.868233640000016,139
WP_014231358.1,11.365530540000007,100
WP_000270284.1,4.1048265399999995,35
WP_020332892.1,41.84916083999997,378
WP_014231356.1,59.158840839999876,528
WP_014231355.1,37.22469803999996,334
WP_014231354.1,22.19270844000002,204
WP_014231353.1,18.486476439999997,173
WP_014231352.1,65.74600303999983,592
WP_014231351.1,33.17503743999999,288
WP_020332891.1,27.864835140000004,245
WP_014231349.1,37.06835284,323
WP_020332890.1,27.83259014000001,246
WP_020332889.1,55.047950439999795,501
WP_020332888.1,34.99139323999997,322
WP_020332886.1,5.70630104,50
WP_020332884.1,59.79648093999996,546
WP_020332883.1,55.64273453999986,496
WP_020332882.1,39.63521064000001,347
WP_031779173.1,169.71980844000132,1487
WP_014231340.1,27.311828040000005,241
WP_020332880.1,51.123437640000006,445
WP_014231338.1,30.14052094,263
WP_020332878.1,28.97601674,261
WP_020332877.1,26.819558340000007,236
WP_014231335.1,24.776105239999996,215
WP_014231334.1,37.66330283999992,334
WP_020332876.1,22.18946464,196
WP_020332875.1,25.028697640000004,230
WP_020332874.1,11.910643740000008,104
WP_014231330.1,31.083465640000018,267
WP_020332873.1,54.783327139999926,490
WP_014231328.1,45.65504313999989,405
WP_014231327.1,97.9425742400004,875
WP_014231326.1,9.617969340000004,82
WP_014231325.1,46.07450393999996,426
WP_014231324.1,17.517072240000015,158
WP_020332872.1,26.66634184000001,236
WP_020332868.1,27.581401440000008,233
WP_006075347.1,8.23663824,72
WP_014231321.1,83.53016114,756
WP_014231320.1,12.289942140000003,106
WP_014231319.1,7.918837339999999,72
WP_014231318.1,80.31423574000017,741
WP_020332867.1,26.565251739999987,233
WP_020332866.1,23.979134440000006,220
WP_014231315.1,35.48726143999999,332
WP_020332865.1,77.7498672400001,691
WP_020332864.1,27.88715553999999,261
WP_014231312.1,21.05431104000002,181
WP_020332863.1,6.007842039999997,55
WP_020332862.1,24.983111940000008,231
WP_020332861.1,16.144571240000023,142
WP_020332859.1,33.76769194000002,295
WP_020332858.1,31.257394339999987,268
WP_014231305.1,25.53419824,226
WP_014231304.1,27.09413394,246
WP_014231303.1,28.196107839999975,256
WP_014231302.1,28.178290540000003,256
WP_020332857.1,52.442546339999964,483
WP_020332856.1,55.64463223999988,515
WP_020332855.1,84.74696744000016,758
WP_024372712.1,36.19507373999997,325
WP_014231297.1,27.907761540000003,246
WP_020332853.1,25.763613540000012,222
WP_014231295.1,19.739405240000007,166
WP_020332851.1,74.04479203999995,644
WP_014231293.1,48.89116043999996,423
WP_014231292.1,61.1401775399999,519
WP_014231291.1,27.517286139999996,252
WP_014231290.1,6.745924640000002,59
WP_020332849.1,37.01233514000001,335
WP_014231288.1,64.52619253999994,582
WP_024372711.1,84.40232473999997,752
WP_014231286.1,19.24424474000002,169
WP_024372710.1,44.89056783999993,414
WP_020332845.1,25.49597044000001,235
WP_029791328.1,43.40280963999993,402
WP_014231282.1,21.54359574000001,189
WP_020332843.1,130.8827905400006,1153
WP_076633415.1,28.67228064,256
WP_014231279.1,20.48030234,182
WP_014231278.1,46.99204263999996,429
WP_014231277.1,20.736576740000018,179
WP_020332842.1,33.13002753999999,293
WP_014231275.1,21.738863240000004,196
WP_014231274.1,14.732600440000017,130
WP_020332841.1,51.80667753999993,465
WP_020332840.1,12.984043140000015,116
WP_024372709.1,72.59246504000004,663
WP_014231270.1,43.88986113999995,386
WP_014231269.1,26.91978914000001,252
WP_020332838.1,81.48326104000007,772
WP_014231267.1,15.463245540000017,139
WP_020332837.1,58.95632423999991,539
WP_014231265.1,11.982580440000003,107
WP_020332836.1,26.30112824,244
WP_020332835.1,27.737857940000005,246
WP_020332833.1,53.9172775399999,495
WP_024372708.1,19.96380504000001,180
WP_014231260.1,30.935832840000018,280
WP_014231259.1,34.37717123999999,305
WP_020332831.1,42.09069753999997,380
WP_014231257.1,40.992493339999946,369
WP_020332830.1,49.53053283999994,449
WP_020332829.1,50.343961139999905,443
WP_014231254.1,51.55939413999996,462
WP_020332828.1,47.04261863999995,425
WP_020332827.1,53.5922921399999,469
WP_020332826.1,34.76660824,302
WP_020332824.1,82.06058514000004,724
WP_020332823.1,18.954840640000015,162
WP_020332822.1,30.334760040000027,269
WP_005495317.1,19.33721193999999,183
WP_020332820.1,8.104307939999998,71
WP_005495314.1,20.311193540000005,188
WP_236614639.1,135.4168146400008,1181
WP_024372705.1,23.899482340000013,208
WP_020332816.1,39.197043639999976,345
WP_020332815.1,79.37585564000007,698
WP_020332814.1,46.74979843999994,403
WP_020332813.1,24.953235240000005,231
WP_020332812.1,15.973061540000009,140
WP_020332809.1,8.348338140000003,80
WP_020332807.1,24.13681414000001,208
WP_020332806.1,11.36709514,101
WP_024372704.1,40.55334063999998,355
WP_024372703.1,72.93459473999995,625
WP_020332803.1,24.649271040000016,207
WP_014231250.1,26.612304540000014,247
WP_024372702.1,11.154942740000001,100
WP_020332801.1,15.802037140000012,144
WP_020332800.1,32.62401904,286
WP_014231246.1,18.320252240000013,157
WP_024372701.1,40.482971639999946,364
WP_014231244.1,12.24578354,105
WP_020336162.1,112.69556344000053,1037
WP_024372700.1,39.423087139999936,364
WP_020336160.1,31.646891939999996,291
WP_014231240.1,22.40640704000001,196
WP_020336159.1,69.43997043999981,624
WP_020336158.1,32.654770140000004,310
WP_020336157.1,6.2673383399999985,59
WP_020336156.1,52.68566273999989,477
WP_020336155.1,36.39583293999998,329
WP_020336154.1,31.976212739999983,288
WP_024372723.1,29.464634940000018,264
WP_020336152.1,63.61189823999991,572
WP_024372724.1,48.93970283999995,435
WP_014231230.1,45.387396039999885,404
WP_014231229.1,22.087374240000003,194
WP_020336148.1,50.077926339999955,440
WP_020336147.1,23.57101484000001,207
WP_020336146.1,20.31906064000001,183
WP_031779272.1,10.182780040000006,94
WP_020336144.1,69.0781282399999,619
WP_014231223.1,9.44966544,90
WP_020336143.1,87.74320804000007,783
WP_014231221.1,46.66320573999994,426
WP_014231220.1,23.094484840000018,208
WP_014231219.1,48.293718939999934,434
WP_020336142.1,7.25379674,61
WP_020336141.1,67.88388323999989,602
WP_020336140.1,49.74793503999995,445
WP_020336139.1,7.3821859399999985,60
WP_014231214.1,48.24871403999985,453
WP_020336138.1,26.507719240000004,229
WP_020336137.1,37.27425353999998,332
WP_014231211.1,41.43651903999999,371
WP_020336136.1,31.59863474000001,285
WP_020336135.1,34.206543739999965,307
WP_014231208.1,45.16618403999996,415
WP_014231207.1,54.72340543999988,480
WP_020336132.1,27.476371240000017,241
WP_020336131.1,56.18061963999991,489
WP_020336130.1,108.72529394000048,997
WP_020336128.1,49.83318883999988,455
WP_020336127.1,24.080154939999996,220
WP_020336126.1,45.376317039999954,409
WP_020336125.1,48.74356403999994,437
WP_020336124.1,71.79414614000005,653
WP_020336123.1,27.193012740000004,242
WP_020336122.1,35.68478433999997,314
WP_020336121.1,147.365883440001,1315
WP_020336120.1,32.83049223999999,292
WP_024372725.1,58.65919233999984,534
WP_020336117.1,43.28511383999994,394
WP_024372727.1,41.802776739999985,365
WP_020336115.1,28.356603040000003,263
WP_014231181.1,30.80339654000001,286
WP_014231180.1,41.62833453999996,399
WP_014231179.1,35.598723139999976,315
WP_014231178.1,36.90692703999995,323
WP_014231177.1,10.795672540000004,94
WP_020336114.1,23.65197184000001,220
WP_014231175.1,29.527775039999998,270
WP_020336113.1,10.096588239999999,87
WP_031334809.1,42.549277339999946,372
WP_020336111.1,62.53417153999978,563
WP_020336110.1,31.610913340000025,284
WP_020336109.1,20.84086994000001,185
WP_014231169.1,11.161828340000003,101
WP_020336108.1,25.271510340000006,233
WP_014231167.1,70.87743163999998,636
WP_014231166.1,31.504025740000017,277
WP_020336317.1,58.22968393999995,540
WP_020336315.1,13.61768314000001,123
WP_020336313.1,22.202256940000012,197
WP_014231162.1,64.01379823999993,577
WP_014231161.1,16.08357794000002,142
WP_014231160.1,8.571809440000001,76
WP_020336312.1,82.87702924000013,758
WP_014231158.1,8.261928639999999,75
WP_020336310.1,126.01375234000069,1122
WP_020336309.1,32.39165783999999,293
WP_014231155.1,28.841067540000015,261
WP_020336308.1,27.689374440000005,261
WP_014231153.1,30.053503239999987,290
WP_014231152.1,41.51142293999993,388
WP_014231151.1,43.66321423999992,401
WP_020336307.1,106.16882024000024,941
WP_014231149.1,26.297304339999997,236
WP_014231148.1,64.1344912399999,588
WP_014231147.1,12.778230540000012,114
WP_014231146.1,14.15790464000001,130
WP_020334027.1,48.24805893999991,429
WP_014231144.1,27.93280354,252
WP_020334024.1,29.099851239999992,250
WP_020334023.1,59.33195423999987,548
WP_020333373.1,20.228226740000018,180
WP_020333372.1,28.51669794,255
WP_005461613.1,8.104769739999998,73
WP_014231139.1,19.841016640000014,177
WP_020333371.1,19.753816240000013,167
WP_014231137.1,16.801951440000014,149
WP_020333370.1,63.77814913999985,556
WP_014231135.1,54.34350833999985,523
WP_014231134.1,40.98864253999995,378
WP_020333369.1,43.77214523999993,404
WP_020333367.1,57.508800439999895,529
WP_020333366.1,62.2673212399999,554
WP_014231130.1,19.351375340000015,166
WP_014231129.1,50.00045553999991,462
WP_020333364.1,36.16371493999998,320
WP_014231127.1,23.26847324000001,214
WP_014231126.1,72.05194003999995,634
WP_014231125.1,32.958144040000015,291
WP_014231124.1,19.36205924000002,171
WP_020333363.1,26.403656540000004,251
WP_020333362.1,10.78427874,92
WP_020333361.1,20.125871940000014,181
WP_014231120.1,7.688248540000002,69
WP_014231119.1,14.935551840000018,133
WP_020333360.1,12.733434140000004,116
WP_014231117.1,28.543468439999998,263
WP_014231116.1,25.76399133999999,244
WP_020333359.1,34.20777723999999,305
WP_020333358.1,30.46091294000001,275
WP_020333357.1,31.396669140000014,284
WP_014231112.1,33.461778239999994,305
WP_020333356.1,17.405219340000006,153
WP_014231110.1,6.1673319399999995,57
WP_020333355.1,13.665336040000005,120
WP_020333354.1,50.58208843999997,465
WP_020333353.1,74.14334943999997,670
WP_020333352.1,34.80017443999998,313
WP_024372734.1,28.188651240000002,247
WP_061778637.1,34.17814743999997,322
WP_005382043.1,9.123367640000001,85
WP_020333346.1,63.289230839999895,574
WP_014231102.1,17.955510840000017,169
WP_020333345.1,40.719084039999984,384
WP_014231100.1,45.138116239999995,397
WP_020333344.1,71.15967203999992,646
WP_020333343.1,35.283185339999996,314
WP_020333342.1,37.905399339999974,363
WP_014231096.1,27.81175354,258
WP_005382032.1,27.893083540000024,262
WP_014231095.1,26.927426240000017,249
WP_020333340.1,47.82516563999992,443
WP_014231093.1,24.957080139999995,235
WP_014231092.1,14.833656340000006,137
WP_014231091.1,14.23594294000001,131
WP_020333339.1,30.939836439999997,275
WP_014231089.1,34.24859023999999,308
WP_020333338.1,26.966883240000026,248
WP_020333337.1,11.264594240000003,105
WP_014231086.1,15.565693540000018,141
WP_014231085.1,16.269706940000006,143
WP_014231084.1,23.69909274000001,212
WP_020333336.1,42.326342739999966,377
WP_020333335.1,19.678981940000018,168
WP_020333334.1,33.80846604000001,316
WP_020333333.1,53.40846873999991,475
WP_020333332.1,96.36298394000029,907
WP_014231078.1,16.411641340000013,149
WP_014231077.1,25.282692539999996,230
WP_024372739.1,32.64743614000001,293
WP_014231074.1,5.2092452399999996,46
WP_020333330.1,22.401666940000016,193
WP_020333328.1,40.407072639999974,358
WP_014231071.1,16.964816240000005,157
WP_020333325.1,62.359120739999845,560
WP_005384095.1,30.766423139999983,283
WP_014231069.1,31.277367640000005,269
WP_020333324.1,13.986056940000017,127
WP_020333323.1,31.39945673999999,286
WP_014231066.1,40.20897903999997,362
WP_020333322.1,45.814188839999986,418
WP_014231064.1,24.061674640000028,212
WP_020333321.1,31.903187440000004,290
WP_014231062.1,33.97887504,314
WP_014231061.1,21.498921640000013,196
WP_014231060.1,39.495065139999944,363
WP_024372685.1,43.59283753999995,391
WP_014231058.1,53.732358539999936,474
WP_014231057.1,41.116908839999994,365
WP_014231056.1,17.711914040000007,154
WP_014231055.1,33.975894839999995,299
WP_020333725.1,56.94051093999986,505
WP_014231053.1,17.537809440000018,156
WP_020333724.1,96.85655824000025,858
WP_014231051.1,20.526354040000008,180
WP_020333723.1,38.987125539999994,339
WP_020333722.1,11.863525840000008,105
WP_010446437.1,17.400243940000006,156
WP_014231048.1,72.90474714000001,641
WP_020333719.1,40.70997163999996,373
WP_014231046.1,29.909693240000017,268
WP_014231045.1,43.17934243999992,392
WP_014231044.1,10.271935140000002,92
WP_014231043.1,24.66401934000001,220
WP_014231042.1,36.420276339999994,321
WP_020333718.1,45.5006323399999,416
WP_014231040.1,22.042120540000017,201
WP_020333716.1,64.7585578399999,561
WP_014231038.1,50.76997463999989,474
WP_014231037.1,34.866670540000015,317
WP_020333715.1,20.494217440000003,183
WP_014231035.1,37.61936453999998,344
WP_020333714.1,23.504109740000022,225
WP_014231033.1,29.141067240000005,269
WP_014231032.1,29.69974004,258
WP_020333713.1,20.56107114000001,181
WP_020333712.1,32.27019394000001,281
WP_020333711.1,87.31636244000019,760
WP_020333710.1,59.98425393999994,521
WP_014231027.1,51.439831239999904,458
WP_020333709.1,29.19315553999999,260
WP_020333708.1,41.73245853999988,363
WP_020333706.1,14.474564240000019,132
WP_020333704.1,22.91215084000002,207
WP_014231022.1,34.60046083999999,306
WP_014231021.1,54.56848633999987,482
WP_014231020.1,35.43915013999999,315
WP_020333703.1,27.04780564,253
WP_014231018.1,8.83775004,80
WP_014231017.1,32.42798074000001,294
WP_014231016.1,67.63548543999993,621
WP_020333702.1,18.47511694000001,168
WP_020333701.1,34.434823240000014,321
WP_020333700.1,17.620198440000006,155
WP_014231012.1,16.43389784000001,156
WP_014231011.1,40.20069893999996,369
WP_020333699.1,23.740998440000023,217
WP_020333698.1,40.62158023999998,372
WP_014231008.1,17.100540840000004,149
WP_020333697.1,44.71914253999999,416
WP_014231006.1,40.13589063999996,379
WP_014231005.1,15.25209754000001,129
WP_014231004.1,46.873719339999965,415
WP_014231003.1,17.642177440000008,154
WP_014231002.1,44.84010113999992,429
WP_020333696.1,53.44577493999991,490
WP_014231000.1,19.423195640000014,179
WP_014230999.1,39.26902683999996,355
WP_024372691.1,16.345882240000016,146
WP_014230997.1,11.778034139999992,102
WP_020333692.1,51.928700139999904,486
WP_236614648.1,47.15053073999995,438
WP_020333690.1,141.13514104000092,1297
WP_020333689.1,61.665613739999934,547
WP_086027116.1,5.445590639999999,44
WP_014230992.1,19.647462040000015,177
WP_014230991.1,54.83589413999987,519
WP_020333687.1,14.91605124000001,136
WP_020333686.1,48.10591223999989,437
WP_020333685.1,22.570813540000024,205
WP_020333684.1,18.767384540000016,169
WP_024372692.1,15.558628440000014,144
WP_020333682.1,41.09120053999993,382
WP_014230984.1,68.89268593999994,636
WP_020333679.1,44.05005793999992,424
WP_020333678.1,22.313050040000004,198
WP_014230981.1,32.29273754,294
WP_014230980.1,61.237646039999994,554
WP_014230979.1,13.455444240000002,119
WP_014230978.1,13.25213944,117
WP_014230977.1,16.334798040000017,147
WP_014230976.1,18.419438940000013,161
WP_020333677.1,24.049378640000032,217
WP_020333676.1,26.223843140000014,226
WP_020333675.1,22.241408340000017,206
WP_236699355.1,88.13845874000026,826
WP_024372693.1,63.73547223999994,608
WP_049794657.1,30.597465840000016,264
WP_014230969.1,61.988200039999846,573
WP_024372694.1,12.285728940000002,104
WP_020333671.1,53.89535803999988,481
WP_020333670.1,47.22113653999993,419
WP_020333668.1,29.67874233999999,266
WP_020333666.1,33.501398640000005,296
WP_014230963.1,58.31207683999988,512
WP_031779197.1,21.94133794000001,195
WP_020333664.1,47.30059023999995,455
WP_020333663.1,30.908150740000007,280
WP_020333662.1,48.7796426399999,443
WP_020333661.1,45.836960939999955,422
WP_020333660.1,34.61034843999997,305
WP_020333659.1,46.55218593999997,418
WP_020333658.1,55.311632739999865,517
WP_020333657.1,33.50656694000001,301
WP_231119375.1,42.865503039999965,399
WP_020333655.1,46.80138793999991,437
WP_020333654.1,36.52338953999996,326
WP_014230950.1,21.091148840000013,197
WP_020333653.1,106.25185684000063,951
WP_020333652.1,38.18034363999997,339
WP_014230949.1,57.62464453999984,517
WP_020333650.1,51.55888793999997,488
WP_024372697.1,49.95419243999998,443
WP_014230946.1,8.55362904,74
WP_020333648.1,32.98615814,293
WP_014230944.1,55.80356703999986,498
WP_014230943.1,41.223537439999944,386
WP_020333647.1,22.146569539999987,204
WP_020333646.1,47.15667943999991,422
WP_014230940.1,40.63554783999997,372
WP_020333645.1,34.57094373999998,316
WP_014230938.1,42.15738863999995,375
WP_014230937.1,15.852014840000008,141
WP_014230936.1,46.464381639999985,432
WP_005391546.1,7.68861544,64
WP_014230934.1,12.314829240000005,112
WP_020333644.1,66.06576843999996,617
WP_014230932.1,19.67025174000001,171
WP_014230931.1,11.739260440000011,108
WP_014230930.1,13.610473940000002,127
WP_014230929.1,45.069325340000006,404
WP_014230928.1,17.991371040000015,168
WP_020333642.1,26.639550740000026,239
WP_014230926.1,29.153272639999987,267
WP_014230925.1,34.36814914000001,315
WP_076633417.1,66.81702483999989,618
WP_005424903.1,11.825899940000012,109
WP_020333638.1,43.01609343999997,377
WP_014230922.1,39.107372539999965,350
WP_020333637.1,41.56463403999997,382
WP_014230920.1,17.131577440000015,152
WP_020333635.1,47.97981843999997,436
WP_014230918.1,61.39052343999991,542
WP_014230917.1,33.594845340000006,301
WP_014230916.1,21.936799939999993,201
WP_020333634.1,26.374163539999998,247
WP_014230914.1,30.52831353999999,258
WP_014230913.1,26.573685740000002,232
WP_020333633.1,30.486658840000022,272
WP_020333632.1,61.9777262399998,557
WP_020333631.1,81.34907644000012,735
WP_020333630.1,81.34865173999992,696
WP_014230908.1,56.81136263999987,501
WP_014230907.1,34.78674323999998,321
WP_014230906.1,49.63792373999995,432
WP_014230905.1,26.04898664000001,229
WP_020333628.1,34.27034503999999,304
WP_014230902.1,52.640514239999945,466
WP_014230901.1,9.26370254,84
WP_014230900.1,12.245849540000007,102
WP_020333626.1,31.14656384,278
WP_014230898.1,12.689284040000002,110
WP_020335951.1,49.48008843999993,453
WP_020335950.1,35.654635439999986,333
WP_020335949.1,31.06077764000001,275
WP_014230894.1,28.732513840000024,260
WP_020335948.1,37.493223739999976,327
WP_014230892.1,95.8215650400003,857
WP_020335947.1,26.224557739999998,242
WP_020335946.1,36.59575874000001,325
WP_020335945.1,27.993772440000004,242
WP_020335944.1,55.361661339999856,493
WP_020335943.1,12.386229140000006,108
WP_020335942.1,44.26546143999997,392
WP_014230885.1,19.10857424000002,177
WP_020335939.1,11.371887640000004,99
WP_020335938.1,73.69412084000001,645
WP_020335937.1,62.138297639999806,555
WP_014230881.1,37.26102953999996,333
WP_014230880.1,41.98524633999998,375
WP_020335936.1,39.655917239999965,357
WP_020335935.1,36.07420773999996,327
WP_020335934.1,40.14860083999999,370
WP_020335933.1,32.57463614000002,308
WP_014230875.1,12.652325840000007,109
WP_014230874.1,12.526843440000006,113
WP_020335932.1,53.35204493999986,494
WP_014230872.1,61.13997733999987,556
WP_014230871.1,27.08436464000002,242
WP_020335931.1,35.773723239999974,321
WP_014230869.1,15.395378140000016,143
WP_020335930.1,19.03127554000001,166
WP_014230867.1,105.6738301400004,942
WP_020335928.1,35.01130124000001,311
WP_024372783.1,56.89708273999986,520
WP_014230864.1,9.566268140000004,86
WP_014230863.1,11.174059940000005,98
WP_014230862.1,34.14029074,296
WP_014230861.1,40.26837173999994,382
WP_020335924.1,43.18293783999994,380
WP_020335923.1,32.75309093999999,283
WP_020335922.1,30.69827783999999,273
WP_014230857.1,27.221258940000013,263
WP_020335921.1,83.59212844000002,748
WP_005381953.1,20.788075940000002,173
WP_014230855.1,25.493143640000017,226
WP_014230854.1,11.952596340000003,103
WP_020335920.1,38.724899339999965,344
WP_020335919.1,9.905631940000003,83
WP_014230851.1,49.33949603999997,444
WP_014230850.1,57.253897439999974,505
WP_118117739.1,41.33171323999996,365
WP_014230848.1,63.999944039999825,579
WP_020335915.1,28.49134414,262
WP_014230846.1,35.08618014,305
WP_014230845.1,19.45074404000001,172
WP_014230844.1,46.3324811399999,436
WP_020335914.1,27.185872040000014,239
WP_014230842.1,46.249409839999906,407
WP_014230841.1,29.32645104,258
WP_014230840.1,50.95693403999989,477
WP_014230839.1,7.392378640000001,61
WP_014230838.1,22.133032940000003,183
WP_020335913.1,25.358819940000014,226
WP_014230836.1,33.22570833999999,295
WP_014230835.1,13.833515240000006,125
WP_020335912.1,46.356684439999945,426
WP_020335911.1,34.41443353999998,318
WP_020335910.1,88.46289944000034,819
WP_020335909.1,17.473498540000005,156
WP_020335908.1,17.702199640000014,160
WP_020335907.1,15.835817140000005,135
WP_020335906.1,26.979629239999998,238
WP_014230827.1,16.92021194000001,149
WP_020335905.1,89.06304494000004,783
WP_020335904.1,35.780076339999965,319
WP_020335903.1,167.3121394400012,1512
WP_014230823.1,53.42448223999994,489
WP_020335901.1,163.212172340001,1487
WP_014230821.1,52.22666763999992,470
WP_020335900.1,15.817198540000009,142
WP_014230819.1,24.770446440000004,231
WP_020335899.1,35.03983203999995,317
WP_020335898.1,30.86095583999999,274
WP_020335897.1,22.045551940000017,206
WP_014230815.1,32.247363540000016,289
WP_014230814.1,27.323524840000015,259
WP_014230813.1,117.80816864000057,1077
WP_014230812.1,40.88323543999999,379
WP_020335893.1,28.554458639999986,269
WP_014230810.1,15.455325940000009,133
WP_014230809.1,103.29042044000019,908
WP_014230808.1,17.115860040000012,150
WP_014230807.1,34.22795673999999,305
WP_020335892.1,42.84961744000002,411
WP_014230805.1,45.33140713999996,420
WP_024372778.1,29.736804340000003,260
WP_020335891.1,52.79898973999996,485
WP_020335890.1,38.45659054000001,355
WP_014230801.1,44.1702928399999,398
WP_020335888.1,46.97460303999998,437
WP_014230799.1,40.00170933999991,360
WP_020335886.1,48.47996973999998,454
WP_020335885.1,53.091273039999955,493
WP_020335884.1,65.48016243999987,597
WP_020335883.1,11.957978040000004,105
WP_014230794.1,35.16811213999998,316
WP_020335881.1,31.636310540000007,287
WP_020335880.1,67.62667783999984,604
WP_020335879.1,14.25033854000001,122
WP_014230789.1,21.065995840000017,196
WP_020335878.1,24.412594340000023,222
WP_020335877.1,17.72588354,160
WP_014230786.1,24.36125454,211
WP_014230785.1,27.427680540000008,245
WP_014230784.1,48.277184439999864,421
WP_014230783.1,21.362534640000003,196
WP_014230782.1,14.610874040000004,130
WP_005396465.1,15.960577940000015,142
WP_014230781.1,42.68985854000002,367
WP_014230780.1,16.436624840000007,147
WP_014230779.1,48.16903593999987,455
WP_014230778.1,37.19448763999996,354
WP_020335875.1,85.22153234000015,761
WP_020335874.1,69.4437633399999,626
WP_014230775.1,22.145317040000016,194
WP_014230774.1,29.875602740000012,268
WP_014230773.1,17.437920440000013,152
WP_014230772.1,24.657754240000006,215
WP_014230771.1,47.92602173999996,440
WP_014230770.1,51.00647043999988,476
WP_020335873.1,109.18853664000031,947
WP_014230768.1,45.77986773999999,418
WP_014230767.1,29.264574640000028,257
WP_014230766.1,59.01062233999992,510
WP_014230765.1,25.686929940000002,226
WP_014230764.1,43.67245853999992,419
WP_020335871.1,22.640858339999994,203
WP_020335870.1,24.386182240000004,223
WP_020335869.1,61.86814253999989,549
WP_020335868.1,45.89672123999995,406
WP_014230759.1,29.256057239999983,267
WP_020335867.1,18.504095240000005,160
WP_014230757.1,13.39544474000001,119
WP_020335866.1,21.863443840000034,203
WP_020335865.1,30.457845940000002,271
WP_020335864.1,36.294844339999976,338
WP_001145625.1,8.486964340000002,71
WP_020335862.1,16.105688940000004,147
WP_020335861.1,66.20528453999985,585
WP_014230751.1,70.8887241399999,623
WP_020335860.1,40.25982363999998,376
WP_020335859.1,29.21824734,267
WP_014230748.1,11.33944704,96
WP_014230747.1,26.89447204000002,235
WP_020335858.1,30.092402340000007,257
WP_014230745.1,37.550305739999985,349
WP_020335857.1,49.850718040000004,452
WP_020335856.1,65.63941223999987,584
WP_020335855.1,68.87784323999999,649
WP_014230741.1,41.867600739999936,382
WP_014230740.1,19.827655140000015,176
WP_020335854.1,31.769591640000012,300
WP_020335853.1,47.706727339999865,458
WP_020335852.1,30.869622140000025,281
WP_020335851.1,67.2323796399999,610
WP_014230735.1,27.916608940000017,253
WP_014230734.1,50.00524313999993,470
WP_014230733.1,18.235003540000008,164
WP_020335849.1,63.014449739999876,574
WP_020335848.1,67.61686563999982,599
WP_020335847.1,36.27752784,319
WP_014230729.1,39.681879240000015,348
WP_020335846.1,20.00443664,182
WP_020335845.1,29.33735454,258
WP_014230726.1,56.301741439999915,515
WP_020335844.1,39.41979724000001,363
WP_014230724.1,49.97573424000001,466
WP_014230723.1,22.631445840000005,200
WP_020335843.1,30.061883940000005,260
WP_020335842.1,31.56606074,283
WP_020335841.1,89.07442934000032,781
WP_014230719.1,47.36743973999995,427
WP_020335840.1,36.07139004000001,332
WP_014230717.1,30.63348414000001,269
