Query ID	Predicted EC number
tr|A0A1B1EK86|A0A1B1EK86_VIBNA	EC:1.6.1.2
tr|A0A1B1EKA7|A0A1B1EKA7_VIBNA	EC:1.6.1.2
tr|A0A1B1EKA8|A0A1B1EKA8_VIBNA	EC:1.5.5.1
tr|A0A1B1EKI4|A0A1B1EKI4_VIBNA	EC:2.1.1.107
tr|A0A1B1EKJ5|A0A1B1EKJ5_VIBNA	EC:5.1.3.2
tr|A0A1B1EKQ7|A0A1B1EKQ7_VIBNA	EC:2.7.13.3
tr|A0A1B1EKV2|A0A1B1EKV2_VIBNA	EC:2.7.13.3
tr|A0A1B1EL14|A0A1B1EL14_VIBNA	EC:2.7.13.3
tr|A0A1B1EL18|A0A1B1EL18_VIBNA	EC:1.18.6.1
tr|A0A1B1EL49|A0A1B1EL49_VIBNA	EC:2.3.3.13
tr|A0A1B1EL49|A0A1B1EL49_VIBNA	EC:2.3.3.14
tr|A0A1B1EL60|A0A1B1EL60_VIBNA	EC:1.18.6.1
tr|A0A1B1EL84|A0A1B1EL84_VIBNA	EC:2.8.1.7
tr|A0A1B1ELB3|A0A1B1ELB3_VIBNA	EC:1.1.1.31
tr|A0A1B1ELB9|A0A1B1ELB9_VIBNA	EC:2.7.13.3
tr|A0A1B1ELE0|A0A1B1ELE0_VIBNA	EC:4.1.1.19
tr|A0A1B1ELF2|A0A1B1ELF2_VIBNA	EC:6.3.4.21
tr|A0A1B1ELK6|A0A1B1ELK6_VIBNA	EC:2.1.1.107
tr|A0A1B1ELL2|A0A1B1ELL2_VIBNA	EC:4.2.3.3
tr|A0A1B1ELM7|A0A1B1ELM7_VIBNA	EC:3.5.4.3
tr|A0A1B1ELN5|A0A1B1ELN5_VIBNA	EC:1.6.5.2
tr|A0A1B1ELP6|A0A1B1ELP6_VIBNA	EC:2.6.1.9
tr|A0A1B1ELR0|A0A1B1ELR0_VIBNA	EC:1.5.5.1
tr|A0A2L0W196|A0A2L0W196_VIBNA	EC:2.7.7.6
tr|A0A6V7GSH5|A0A6V7GSH5_VIBNA	EC:1.1.1.27
tr|A8S7R9|A8S7R9_VIBNA	EC:3.6.3.14
tr|A9X8D5|A9X8D5_VIBNA	EC:1.2.1.12
tr|B7UU64|B7UU64_VIBNA	EC:2.7.4.22
tr|C0MP25|C0MP25_VIBNA	EC:2.7.4.22
tr|C0MP26|C0MP26_VIBNA	EC:2.7.4.22
tr|F5HQ84|F5HQ84_VIBNA	EC:3.6.3.14
tr|G9HWN4|G9HWN4_VIBNA	EC:2.7.4.22
tr|M9SZE4|M9SZE4_VIBNA	EC:3.6.3.14
tr|M9T5D5|M9T5D5_VIBNA	EC:2.7.7.6
tr|Q5GNM0|Q5GNM0_VIBNA	EC:2.7.7.6
tr|S5FKY3|S5FKY3_VIBNA	EC:5.99.1.3
tr|S5FTK5|S5FTK5_VIBNA	EC:1.2.1.12
tr|V5TCA6|V5TCA6_VIBNA	EC:2.7.7.6
tr|A0A1B1E8D0|A0A1B1E8D0_VIBNA	EC:4.1.2.14
tr|A0A1B1E8D0|A0A1B1E8D0_VIBNA	EC:4.1.3.16
tr|A0A1B1E8D9|A0A1B1E8D9_VIBNA	EC:3.6.3.24
tr|A0A1B1E8K3|A0A1B1E8K3_VIBNA	EC:3.6.3.34
tr|A0A1B1E8M7|A0A1B1E8M7_VIBNA	EC:2.7.13.3
tr|A0A1B1E8S9|A0A1B1E8S9_VIBNA	EC:1.1.1.2
tr|A0A1B1E907|A0A1B1E907_VIBNA	EC:5.1.3.14
tr|A0A1B1E926|A0A1B1E926_VIBNA	EC:3.1.3.48
tr|A0A1B1E968|A0A1B1E968_VIBNA	EC:3.6.4.13
tr|A0A1B1E9E0|A0A1B1E9E0_VIBNA	EC:6.2.1.3
tr|A0A1B1E9H1|A0A1B1E9H1_VIBNA	EC:3.4.21.107
tr|A0A1B1E9M4|A0A1B1E9M4_VIBNA	EC:1.4.1.13
tr|A0A1B1E9U1|A0A1B1E9U1_VIBNA	EC:3.6.1.11
tr|A0A1B1E9X0|A0A1B1E9X0_VIBNA	EC:3.6.3.27
tr|A0A1B1EA03|A0A1B1EA03_VIBNA	EC:1.4.99.6
tr|A0A1B1EA10|A0A1B1EA10_VIBNA	EC:2.7.1.5
tr|A0A1B1EA14|A0A1B1EA14_VIBNA	EC:3.6.3.36
tr|A0A1B1EA72|A0A1B1EA72_VIBNA	EC:2.5.1.10
tr|A0A1B1EA73|A0A1B1EA73_VIBNA	EC:3.6.3.28
tr|A0A1B1EAB6|A0A1B1EAB6_VIBNA	EC:2.5.1.9
tr|A0A1B1EAE6|A0A1B1EAE6_VIBNA	EC:3.5.4.4
tr|A0A1B1EAI6|A0A1B1EAI6_VIBNA	EC:2.7.4.1
tr|A0A1B1EAM5|A0A1B1EAM5_VIBNA	EC:3.6.4.12
tr|A0A1B1EAQ9|A0A1B1EAQ9_VIBNA	EC:3.6.4.13
tr|A0A1B1EAR9|A0A1B1EAR9_VIBNA	EC:3.6.3.20
tr|A0A1B1EAU3|A0A1B1EAU3_VIBNA	EC:2.7.13.3
tr|A0A1B1EAW8|A0A1B1EAW8_VIBNA	EC:1.6.5.3
tr|A0A1B1EAX2|A0A1B1EAX2_VIBNA	EC:3.2.1.86
tr|A0A1B1EAX9|A0A1B1EAX9_VIBNA	EC:1.2.1.3
tr|A0A1B1EAZ5|A0A1B1EAZ5_VIBNA	EC:1.6.99.3
tr|A0A1B1EAZ8|A0A1B1EAZ8_VIBNA	EC:2.1.1.80
tr|A0A1B1EB91|A0A1B1EB91_VIBNA	EC:3.2.1.4
tr|A0A1B1EBC7|A0A1B1EBC7_VIBNA	EC:1.3.1.28
tr|A0A1B1EBE3|A0A1B1EBE3_VIBNA	EC:1.4.3.2
tr|A0A1B1EBL4|A0A1B1EBL4_VIBNA	EC:4.1.1.86
tr|A0A1B1EBQ1|A0A1B1EBQ1_VIBNA	EC:4.4.1.8
tr|A0A1B1EBR1|A0A1B1EBR1_VIBNA	EC:2.7.1.4
tr|A0A1B1EBV3|A0A1B1EBV3_VIBNA	EC:3.6.3.33
tr|A0A1B1EBW9|A0A1B1EBW9_VIBNA	EC:3.6.4.13
tr|A0A1B1EBY7|A0A1B1EBY7_VIBNA	EC:1.13.11.27
tr|A0A1B1EC04|A0A1B1EC04_VIBNA	EC:1.14.13.127
tr|A0A1B1EC13|A0A1B1EC13_VIBNA	EC:4.2.1.80
tr|A0A1B1EC39|A0A1B1EC39_VIBNA	EC:5.2.1.2
tr|A0A1B1EC42|A0A1B1EC42_VIBNA	EC:3.6.3.44
tr|A0A1B1EC55|A0A1B1EC55_VIBNA	EC:2.5.1.9
tr|A0A1B1EC78|A0A1B1EC78_VIBNA	EC:3.6.3.17
tr|A0A1B1EC78|A0A1B1EC78_VIBNA	EC:3.6.3.41
tr|A0A1B1ECF5|A0A1B1ECF5_VIBNA	EC:3.6.3.28
tr|A0A1B1ECG0|A0A1B1ECG0_VIBNA	EC:3.2.1.39
tr|A0A1B1ECJ1|A0A1B1ECJ1_VIBNA	EC:1.2.1.3
tr|A0A1B1ECP5|A0A1B1ECP5_VIBNA	EC:2.6.1.19
tr|A0A1B1ECQ5|A0A1B1ECQ5_VIBNA	EC:2.3.1.79
tr|A0A1B1ECS2|A0A1B1ECS2_VIBNA	EC:6.2.1.1
tr|A0A1B1ECU0|A0A1B1ECU0_VIBNA	EC:1.2.1.27
tr|A0A1B1ECV6|A0A1B1ECV6_VIBNA	EC:3.7.1.22
tr|A0A1B1ED29|A0A1B1ED29_VIBNA	EC:2.7.13.3
tr|A0A1B1ED67|A0A1B1ED67_VIBNA	EC:6.2.1.3
tr|A0A1B1ED71|A0A1B1ED71_VIBNA	EC:1.5.1.43
tr|A0A1B1ED73|A0A1B1ED73_VIBNA	EC:2.7.8.5
tr|A0A1B1EDE5|A0A1B1EDE5_VIBNA	EC:1.2.1.16
tr|A0A1B1EDF2|A0A1B1EDF2_VIBNA	EC:4.1.3.38
tr|A0A1B1EDG7|A0A1B1EDG7_VIBNA	EC:3.6.3.24
tr|A0A1B1EDQ1|A0A1B1EDQ1_VIBNA	EC:3.6.4.12
tr|A0A1B1EDR8|A0A1B1EDR8_VIBNA	EC:3.1.3.48
tr|A0A1B1EDS7|A0A1B1EDS7_VIBNA	EC:3.1.3.1
tr|A0A1B1EDT8|A0A1B1EDT8_VIBNA	EC:3.1.2.6
tr|A0A1B1EDT9|A0A1B1EDT9_VIBNA	EC:3.5.1.98
tr|A0A1B1EDW8|A0A1B1EDW8_VIBNA	EC:4.1.3.27
tr|A0A1B1EDY6|A0A1B1EDY6_VIBNA	EC:2.3.1.41
tr|A0A1B1EDZ8|A0A1B1EDZ8_VIBNA	EC:3.6.3.41
tr|A0A1B1EE61|A0A1B1EE61_VIBNA	EC:1.11.1.15
tr|A0A1B1EEB7|A0A1B1EEB7_VIBNA	EC:5.4.99.26
tr|A0A1B1EEH9|A0A1B1EEH9_VIBNA	EC:2.1.1.187
tr|A0A1B1EEM3|A0A1B1EEM3_VIBNA	EC:2.3.1.16
tr|A0A1B1EEN9|A0A1B1EEN9_VIBNA	EC:2.7.1.8
tr|A0A1B1EEP8|A0A1B1EEP8_VIBNA	EC:3.6.3.24
tr|A0A1B1EER1|A0A1B1EER1_VIBNA	EC:2.4.1.280
tr|A0A1B1EES0|A0A1B1EES0_VIBNA	EC:2.7.1.31
tr|A0A1B1EEW5|A0A1B1EEW5_VIBNA	EC:3.6.1.8
tr|A0A1B1EF58|A0A1B1EF58_VIBNA	EC:3.5.99.10
tr|A0A1B1EF71|A0A1B1EF71_VIBNA	EC:3.5.1.42
tr|A0A1B1EFF5|A0A1B1EFF5_VIBNA	EC:4.4.1.8
tr|A0A1B1EFH9|A0A1B1EFH9_VIBNA	EC:5.2.1.8
tr|A0A1B1EFK3|A0A1B1EFK3_VIBNA	EC:3.5.1.28
tr|A0A1B1EFR2|A0A1B1EFR2_VIBNA	EC:1.1.1.40
tr|A0A1B1EFT4|A0A1B1EFT4_VIBNA	EC:3.4.21.105
tr|A0A1B1EFV3|A0A1B1EFV3_VIBNA	EC:3.1.3.3
tr|A0A1B1EG19|A0A1B1EG19_VIBNA	EC:1.6.5.3
tr|A0A1B1EG70|A0A1B1EG70_VIBNA	EC:3.6.3.21
tr|A0A1B1EGF2|A0A1B1EGF2_VIBNA	EC:2.7.13.3
tr|A0A1B1EGH3|A0A1B1EGH3_VIBNA	EC:3.6.4.13
tr|A0A1B1EGM6|A0A1B1EGM6_VIBNA	EC:2.5.1.18
tr|A0A1B1EGM7|A0A1B1EGM7_VIBNA	EC:3.6.3.17
tr|A0A1B1EGN1|A0A1B1EGN1_VIBNA	EC:1.14.13.2
tr|A0A1B1EGN5|A0A1B1EGN5_VIBNA	EC:1.6.5.3
tr|A0A1B1EGQ0|A0A1B1EGQ0_VIBNA	EC:1.1.1.312
tr|A0A1B1EGQ8|A0A1B1EGQ8_VIBNA	EC:1.1.1.25
tr|A0A1B1EGS0|A0A1B1EGS0_VIBNA	EC:1.18.1.3
tr|A0A1B1EGS2|A0A1B1EGS2_VIBNA	EC:4.3.1.12
tr|A0A1B1EGS3|A0A1B1EGS3_VIBNA	EC:3.1.1.57
tr|A0A1B1EGU8|A0A1B1EGU8_VIBNA	EC:1.3.1.25
tr|A0A1B1EGV0|A0A1B1EGV0_VIBNA	EC:5.3.2.8
tr|A0A1B1EGV6|A0A1B1EGV6_VIBNA	EC:4.1.2.14
tr|A0A1B1EGW1|A0A1B1EGW1_VIBNA	EC:5.5.1.1
tr|A0A1B1EGX4|A0A1B1EGX4_VIBNA	EC:2.7.7.80
tr|A0A1B1EGZ5|A0A1B1EGZ5_VIBNA	EC:1.1.1.36
tr|A0A1B1EH00|A0A1B1EH00_VIBNA	EC:3.1.3.23
tr|A0A1B1EH51|A0A1B1EH51_VIBNA	EC:2.3.1.9
tr|A0A1B1EH61|A0A1B1EH61_VIBNA	EC:3.2.1.86
tr|A0A1B1EH70|A0A1B1EH70_VIBNA	EC:1.1.1.100
tr|A0A1B1EHA1|A0A1B1EHA1_VIBNA	EC:1.6.5.3
tr|A0A1B1EHD3|A0A1B1EHD3_VIBNA	EC:3.2.1.122
tr|A0A1B1EHE7|A0A1B1EHE7_VIBNA	EC:3.2.1.122
tr|A0A1B1EHG5|A0A1B1EHG5_VIBNA	EC:1.6.5.3
tr|A0A1B1EHG9|A0A1B1EHG9_VIBNA	EC:2.6.1.77
tr|A0A1B1EHH7|A0A1B1EHH7_VIBNA	EC:1.6.5.3
tr|A0A1B1EHJ0|A0A1B1EHJ0_VIBNA	EC:3.6.3.31
tr|A0A1B1EHL6|A0A1B1EHL6_VIBNA	EC:3.5.3.11
tr|A0A1B1EHN8|A0A1B1EHN8_VIBNA	EC:1.1.1.27
tr|A0A1B1EHQ1|A0A1B1EHQ1_VIBNA	EC:2.7.4.7
tr|A0A1B1EHR3|A0A1B1EHR3_VIBNA	EC:1.1.1.28
tr|A0A1B1EHS3|A0A1B1EHS3_VIBNA	EC:1.13.11.24
tr|A0A1B1EHS6|A0A1B1EHS6_VIBNA	EC:4.1.3.16
tr|A0A1B1EHU8|A0A1B1EHU8_VIBNA	EC:1.13.11.24
tr|A0A1B1EHX4|A0A1B1EHX4_VIBNA	EC:3.6.3.24
tr|A0A1B1EHX6|A0A1B1EHX6_VIBNA	EC:3.6.3.43
tr|A0A1B1EHY7|A0A1B1EHY7_VIBNA	EC:2.7.7.6
tr|A0A1B1EHZ1|A0A1B1EHZ1_VIBNA	EC:3.6.3.41
tr|A0A1B1EI01|A0A1B1EI01_VIBNA	EC:3.6.3.28
tr|A0A1B1EI12|A0A1B1EI12_VIBNA	EC:3.6.3.17
tr|A0A1B1EI23|A0A1B1EI23_VIBNA	EC:3.6.3.36
tr|A0A1B1EI24|A0A1B1EI24_VIBNA	EC:3.6.3.24
tr|A0A1B1EI45|A0A1B1EI45_VIBNA	EC:5.1.3.4
tr|A0A1B1EI50|A0A1B1EI50_VIBNA	EC:1.2.1.27
tr|A0A1B1EI54|A0A1B1EI54_VIBNA	EC:2.4.1.10
tr|A0A1B1EI60|A0A1B1EI60_VIBNA	EC:1.9.3.1
tr|A0A1B1EIA6|A0A1B1EIA6_VIBNA	EC:1.5.1.38
tr|A0A1B1EIC2|A0A1B1EIC2_VIBNA	EC:3.4.11.5
tr|A0A1B1EIL9|A0A1B1EIL9_VIBNA	EC:2.7.13.3
tr|A0A1B1EIM1|A0A1B1EIM1_VIBNA	EC:3.6.4.13
tr|A0A1B1EIR0|A0A1B1EIR0_VIBNA	EC:3.1.4.52
tr|A0A1B1EIW4|A0A1B1EIW4_VIBNA	EC:3.6.3.19
tr|A0A1B1EIX1|A0A1B1EIX1_VIBNA	EC:1.6.5.3
tr|A0A1B1EIY4|A0A1B1EIY4_VIBNA	EC:3.2.1.39
tr|A0A1B1EIY8|A0A1B1EIY8_VIBNA	EC:1.1.1.262
tr|A0A1B1EJ08|A0A1B1EJ08_VIBNA	EC:2.3.1.57
tr|A0A1B1EJ50|A0A1B1EJ50_VIBNA	EC:5.2.1.8
tr|A0A1B1EJ70|A0A1B1EJ70_VIBNA	EC:3.6.3.27
tr|A0A1B1EJ87|A0A1B1EJ87_VIBNA	EC:1.1.1.1
tr|A0A1B1EJD2|A0A1B1EJD2_VIBNA	EC:1.2.1.16
tr|A0A1B1EJF0|A0A1B1EJF0_VIBNA	EC:1.5.3.1
tr|A0A1B1EJF8|A0A1B1EJF8_VIBNA	EC:1.1.1.2
tr|A0A1B1EJI5|A0A1B1EJI5_VIBNA	EC:2.3.1.8
tr|A0A1B1EJI6|A0A1B1EJI6_VIBNA	EC:3.6.4.13
tr|A0A1B1EJJ2|A0A1B1EJJ2_VIBNA	EC:3.6.3.24
tr|A0A1B1EJJ5|A0A1B1EJJ5_VIBNA	EC:3.2.1.86
tr|A0A1B1EJN8|A0A1B1EJN8_VIBNA	EC:1.7.99.4
tr|A0A1B1EJS3|A0A1B1EJS3_VIBNA	EC:1.6.5.11
tr|A0A1B1EJU1|A0A1B1EJU1_VIBNA	EC:1.3.8.4
tr|A0A1B1EJU4|A0A1B1EJU4_VIBNA	EC:4.2.1.17
tr|A0A1B1EJW1|A0A1B1EJW1_VIBNA	EC:3.6.3.8
tr|A0A1B1EJW6|A0A1B1EJW6_VIBNA	EC:1.6.5.3
tr|A0A1B1EJW8|A0A1B1EJW8_VIBNA	EC:2.3.1.9
tr|A0A1B1EJY0|A0A1B1EJY0_VIBNA	EC:1.2.4.1
tr|A0A1B1EK02|A0A1B1EK02_VIBNA	EC:1.18.1.1
tr|A0A1B1EK08|A0A1B1EK08_VIBNA	EC:2.7.1.191
tr|A0A1B1EK22|A0A1B1EK22_VIBNA	EC:3.2.1.14
tr|A0A1B1EK49|A0A1B1EK49_VIBNA	EC:6.2.1.1
tr|A0A1B1EK54|A0A1B1EK54_VIBNA	EC:3.1.2.28
tr|A0A1B1EK63|A0A1B1EK63_VIBNA	EC:3.1.1.2
tr|A0A1B1EK69|A0A1B1EK69_VIBNA	EC:3.2.1.26
tr|A0A1B1EK88|A0A1B1EK88_VIBNA	EC:1.13.11.20
tr|A0A1B1EK93|A0A1B1EK93_VIBNA	EC:3.6.3.28
tr|A0A1B1EK96|A0A1B1EK96_VIBNA	EC:3.6.3.29
tr|A0A1B1EKB4|A0A1B1EKB4_VIBNA	EC:3.6.4.13
tr|A0A1B1EKG1|A0A1B1EKG1_VIBNA	EC:2.7.13.3
tr|A0A1B1EKH0|A0A1B1EKH0_VIBNA	EC:1.18.1.1
tr|A0A1B1EKN5|A0A1B1EKN5_VIBNA	EC:1.1.1.100
tr|A0A1B1EKQ4|A0A1B1EKQ4_VIBNA	EC:1.13.11.24
tr|A0A1B1EKR2|A0A1B1EKR2_VIBNA	EC:2.7.13.3
tr|A0A1B1EKT2|A0A1B1EKT2_VIBNA	EC:1.14.19.1
tr|A0A1B1EKW3|A0A1B1EKW3_VIBNA	EC:3.6.3.17
tr|A0A1B1EKY7|A0A1B1EKY7_VIBNA	EC:3.6.3.29
tr|A0A1B1EL25|A0A1B1EL25_VIBNA	EC:3.6.3.25
tr|A0A1B1EL29|A0A1B1EL29_VIBNA	EC:1.7.1.4
tr|A0A1B1EL32|A0A1B1EL32_VIBNA	EC:2.7.13.3
tr|A0A1B1EL35|A0A1B1EL35_VIBNA	EC:1.2.1.27
tr|A0A1B1EL43|A0A1B1EL43_VIBNA	EC:3.2.1.21
tr|A0A1B1EL62|A0A1B1EL62_VIBNA	EC:6.4.1.4
tr|A0A1B1EL81|A0A1B1EL81_VIBNA	EC:1.1.1.100
tr|A0A1B1EL90|A0A1B1EL90_VIBNA	EC:2.3.1.9
tr|A0A1B1EL95|A0A1B1EL95_VIBNA	EC:3.5.5.1
tr|A0A1B1ELA5|A0A1B1ELA5_VIBNA	EC:2.1.1.86
tr|A0A1B1ELA6|A0A1B1ELA6_VIBNA	EC:1.1.1.274
tr|A0A1B1ELA8|A0A1B1ELA8_VIBNA	EC:5.3.1.22
tr|A0A1B1ELA9|A0A1B1ELA9_VIBNA	EC:3.6.3.28
tr|A0A1B1ELB2|A0A1B1ELB2_VIBNA	EC:2.3.1.28
tr|A0A1B1ELC3|A0A1B1ELC3_VIBNA	EC:4.1.3.4
tr|A0A1B1ELF3|A0A1B1ELF3_VIBNA	EC:1.1.1.127
tr|A0A1B1ELG5|A0A1B1ELG5_VIBNA	EC:1.1.1.60
tr|A0A1B1ELH8|A0A1B1ELH8_VIBNA	EC:1.3.8.4
tr|A0A1B1ELI3|A0A1B1ELI3_VIBNA	EC:2.7.13.3
tr|A0A1B1ELJ8|A0A1B1ELJ8_VIBNA	EC:1.2.1.27
tr|A0A5B9N5E7|A0A5B9N5E7_9CAUD	EC:1.6.5.3
tr|A0A7G5B088|A0A7G5B088_9CAUD	EC:3.5.4.16
tr|A0A7G5B090|A0A7G5B090_9CAUD	EC:6.3.4.20
tr|A0A7G5B091|A0A7G5B091_9CAUD	EC:4.3.99.3
tr|Q9RQR0|Q9RQR0_VIBNA	EC:1.18.6.1
