rhea,rheaDir,metacyc
28390,28393,RXN0-4841
28394,28397,RXN0-5228
28430,28433,RXN0-303
28474,28477,TRANS-RXN0-204
28478,28481,TRANS-RXN0-203
28562,28565,RXN0-5240
28675,28678,ALDOSE1EPIM-RXN
28711,28714,TRANS-RXN0-452
28715,28718,TRANS-RXN0-451
28719,28722,TRANS-RXN0-447
28731,28734,TRANS-RXN0-270
28735,28738,TRANS-RXN0-266
28751,28754,GLYC3PDEHYDROG-RXN
28779,28782,RXN0-6563
28787,28790,RXN0-6564
28791,28794,RXN0-6565
28819,28822,TRANS-RXN0-228
28823,28826,TRANS-RXN0-227
28827,28830,TRANS-RXN0-211
28831,28834,TRANS-RXN0-209
28835,28838,TRANS-RXN0-201
28843,28846,TRANS-RXN-99
28847,28850,TRANS-RXN-94B
28851,28854,TRANS-RXN-94A
28855,28858,TRANS-RXN-94
28863,28866,TRANS-RXN-82
28867,28870,TRANS-RXN-24
28871,28874,TRANS-RXN-81
28875,28878,TRANS-RXN-77
28879,28882,TRANS-RXN-76
28887,28890,TRANS-RXN-71
28891,28894,TRANS-RXN-69
28895,28898,TRANS-RXN-68
28899,28902,TRANS-RXN-62B
28903,28906,TRANS-RXN-62A
28907,28910,TRANS-RXN-61
28915,28918,TRANS-RXN-57
28919,28922,TRANS-RXN-261
28931,28934,RXN-9983
28939,28942,TRANS-RXN-31
28947,28950,TRANS-RXN-40
28951,28954,TRANS-RXN-10
28955,28958,TRANS-RXN-35
28959,28962,TRANS-RXN-30
28963,28966,TRANS-RXN-29
28967,28970,TRANS-RXN-118
28971,28974,TRANS-RXN-27
28975,28978,TRANS-RXN-262
28987,28990,TRANS-RXN-25
28995,28998,TRANS-RXN0-0244
28999,29002,TRANS-RXN-242A
29003,29006,TRANS-RXN-242
29011,29014,TRANS-RXN-23
29015,29018,TRANS-RXN-22
29019,29022,TRANS-RXN-21
29027,29030,TRANS-RXN-162
29031,29034,TRANS-RXN-122
29091,29094,NADH-DEHYDROG-A-RXN
29211,29214,RXN0-18
29227,29230,TRANS-RXN-142
29239,29242,TRANS-RXN-132
29247,29250,TRANS-RXN-130
29251,29254,TRANS-RXN-129
29259,29262,TRANS-RXN-127
29263,29266,TRANS-RXN-126B
29267,29270,TRANS-RXN-126A
29275,29278,TRANS-RXN-126
29287,29290,TRANS-RXN-122A
29295,29298,TRANS-RXN-123
29303,29306,TRANS-RXN-121
29323,29326,TRANS-RXN-106
29327,29330,TRANS-RXN-106B
29331,29334,TRANS-RXN-121
29339,29342,TRANS-RXN-121A
29347,29350,TRANS-RXN-121C
29411,29414,TRANS-RXN-105
29415,29418,TRANS-RXN-104
29435,29438,TRANS-RXN0-496
29439,29442,RXN0-6
29443,29446,RXN0-5202
29459,29462,RXN0-5201
29467,29470,TRANS-RXN-42
29567,29570,RXN0-2501
29571,29574,TRANS-RXN-181A
29575,29578,RXN0-4083
29579,29582,RXN0-2421
29583,29586,RXN0-22
29615,29618,AMYLOMALT-RXN
29651,29654,RXN0-2162
29663,29666,RXN-5076
29667,29670,TRANS-RXN-145
29671,29674,TRANS-RXN-144
29675,29678,TRANS-RXN-131
29679,29682,TRANS-RXN-1
29691,29694,RXN0-5182
29699,29702,TRANS-RXN0-273
29711,29714,TRANS-RXN0-212
29835,29838,TRANS-RXN-16
29855,29858,RXN0-5227
29863,29866,RXN-14074
29927,29930,TRANS-RXN-117
29939,29942,TRANS-RXN-114
29943,29946,TRANS-RXN-113
29947,29950,TRANS-RXN-112
29951,29954,TRANS-RXN-108I
29955,29958,TRANS-RXN-108H
29963,29966,TRANS-RXN-108G
29967,29970,TRANS-RXN-108F
29971,29974,TRANS-RXN-108E
29975,29978,TRANS-RXN-108D
29983,29986,TRANS-RXN-108B
29987,29990,TRANS-RXN-108A
29991,29994,TRANS-RXN0-236
30091,30094,DALADEHYDROG-RXN
30167,30170,SEDOBISALDOL-RXN
30347,30350,RXN-14120
31075,31078,RXN-20675
31191,31194,RXN-13616
31199,31202,RXN-20678
31227,31230,NACGLCTRANS-RXN
31295,31298,RXN-7282
31843,31846,RXN0-6510
32143,32146,RXN66-448
32287,32290,RXN-13163
34171,34174,DIHYDRODIPICSYN-RXN
34763,34766,TRANS-RXN0-499
34851,34854,RXN0-2044
64392,64395,TRANS-RXN0-288
35147,35150,TRANS-RXN0-453
35243,35246,RXN0-5291
35583,35586,DHDOGALDOL-RXN
35599,35602,RXN0-6487
35619,35622,RXN0-5285
36375,36378,RXN-14552
36407,36410,RXN-14569
37883,37886,RXN0-7075
41732,41735,RXN0-5184
41788,41791,ACP-S-ACETYLTRANSFER-RXN
41792,41795,MALONYL-COA-ACP-TRANSACYL-RXN
42292,42295,RXN-9590
42976,42979,RXN-15578
43540,43543,PHOSICITDEHASE-RXN
43888,43891,RXN-12587
44140,44143,PYFLAVOXRE-RXN
44144,44147,RXN0-6948
44148,44151,RXN0-5192
45328,45331,RXN-10856
47452,47455,RXN0-5393
47464,47467,RXN0-5391
47716,47719,RXN-15607
48128,48131,RXN-11776
49612,49615,KETOGLUTREDUCT-RXN
57720,57723,ATPSYN-RXN
58672,58675,RXN-14693
61728,61731,RXN-20681
64720,64723,TRANS-RXN-335
66172,66175,TRANS-RXN-285
66428,66431,RXN0-7221
66432,66435,RXN0-7222
67740,67743,RXN0-7389
68748,68751,RXN-16997
68752,68755,RXN-16998
68940,68943,TRANS-RXN0-576
70431,70434,TRANS-RXN-292
70647,70650,RXN0-5130
70679,70682,TRANS-RXN-29A
70703,70706,RXN0-5203
70715,70718,TRANS-RXN0-537
70915,70918,TRANS-RXN-474
70927,70930,TRANS-RXN0-523
71535,71538,TRANS-RXN-33
71791,71794,TRANS-RXN0-515
71803,71806,TRANS-RXN0-571
72455,72458,TRANS-RXN-299
72459,72462,TRANS-RXN-379
72591,72594,TRANS-RXN-35
73267,73270,RXN0-7050
73283,73286,TRANS-RXN-281
73291,73294,TRANS-RXN-282
76159,76162,TRANS-RXN0-498
76647,76650,RXN-2425
78519,78522,RXN0-7367
